7,-2834,-5270,7618
9,-2782,-5850,7534
10,-1732,-6062,6510
11,-1012,-5556,7072
13,-42,-6192,6972
14,-176,-3928,5948
15,590,-4360,7030
17,-296,-2470,7018
18,-414,-2304,8028
19,-1192,-1052,7030
21,-2046,-1824,8666
22,-2502,-3680,9440
23,-3018,-3368,7104
25,-2948,-5366,8376
26,-2970,-5012,7102
28,-1504,-7144,6038
29,-1282,-5752,6490
30,-620,-6764,6626
32,-374,-4962,5916
33,358,-4662,6992
34,-568,-3470,7190
36,-658,-2900,7182
37,-1378,-3186,7736
39,-2034,-3028,8194
40,-2546,-4914,7510
41,-2838,-4040,7110
43,-2454,-6468,8206
44,-2450,-5988,6526
45,-1154,-7262,6202
47,-1044,-6554,6396
48,-58,-7142,6646
50,72,-5304,5966
51,148,-5040,7330
52,-454,-3694,7468
54,-918,-2556,7726
55,-1890,-3032,7828
56,-2070,-2634,8382
58,-2476,-3530,7456
59,-2780,-2850,7042
61,-2214,-5440,7788
62,-2322,-3448,6456
63,-1128,-5674,6556
65,-950,-5982,6348
66,-238,-5704,6680
68,-104,-4990,6006
69,154,-4458,7906
70,-704,-3738,7700
72,-960,-2466,8002
73,-2106,-3434,9140
75,-2168,-3584,7484
76,-2664,-4650,8086
77,-2870,-3486,7884
79,-2096,-5918,7200
80,-2192,-4526,6614
81,-1248,-6594,6842
83,-940,-4762,6290
84,-586,-5954,6988
85,-468,-3826,6234
87,-218,-5714,7960
88,-910,-5132,6116
90,-1202,-3956,7736
91,-1998,-5710,9400
92,-2104,-3870,6690
94,-2124,-5058,7852
95,-2654,-4424,7564
96,-1878,-5862,6232
98,-1548,-5316,6280
99,-1070,-6534,6852
101,-522,-4904,5786
102,-392,-6102,6952
103,-478,-3758,6454
105,-630,-4502,8020
106,-654,-2868,6812
107,-1418,-3356,7928
109,-1788,-4072,7324
110,-1918,-3178,6708
112,-1978,-4070,8138
113,-1936,-4014,7208
115,-1630,-4534,6616
116,-1636,-4750,7436
117,-808,-5532,6932
119,-950,-4480,6522
120,-694,-4810,7176
122,-742,-4116,7124
123,-880,-4070,7548
124,-1606,-3104,7414
126,-1588,-2690,8416
127,-2304,-3712,8010
129,-1910,-3022,7852
130,-2214,-4968,8112
131,-2114,-3854,7000
133,-1360,-5530,6916
134,-1160,-5036,6804
136,-1076,-5048,6262
137,-886,-4954,6512
138,-720,-6562,6864
140,-1182,-4268,7144
141,-754,-5516,7750
143,-1588,-3788,7670
144,-1700,-5398,8516
145,-1874,-5132,6546
147,-1800,-5340,8278
148,-1996,-5318,6580
149,-1228,-5440,6132
151,-1458,-5370,7300
152,-1056,-5312,7044
154,-830,-5140,6214
155,-854,-4228,7542
156,-1068,-5230,7628
158,-1086,-3634,6900
159,-882,-4068,7696
161,-1350,-3440,7746
162,-1658,-3956,7474
163,-1450,-2660,6788
165,-1488,-3894,8054
166,-1806,-3168,6638
167,-1340,-4284,6474
169,-1016,-4746,7416
170,-1396,-4162,7046
172,-1118,-4424,6678
173,-1188,-4564,7758
174,-1284,-4128,7548
176,-1476,-3778,7428
177,-1764,-5276,8184
178,-1676,-4232,7858
180,-1514,-4970,7090
181,-1878,-4306,7976
183,-1502,-4312,7088
184,-1302,-3972,6720
185,-1306,-4302,6804
187,-1114,-4706,6570
188,-1158,-5008,6348
189,-1220,-5918,7186
191,-1342,-5352,7924
192,-1288,-6304,7218
194,-1350,-4876,7742
195,-1684,-6164,8734
197,-1686,-5312,6210
198,-1296,-5346,7380
199,-1702,-4774,7382
201,-1198,-4656,6612
202,-946,-4034,6270
204,-882,-4866,7714
205,-1364,-3948,6780
206,-1000,-3772,7028
208,-1334,-4968,7732
209,-1486,-4770,7856
210,-1712,-4458,6676
212,-1698,-4528,8212
213,-1676,-5412,7082
214,-1136,-3482,6282
216,-1308,-4088,7670
217,-1502,-3288,7118
219,-906,-3214,6590
220,-896,-3766,7444
222,-1118,-3346,7090
223,-1292,-3178,7154
224,-1150,-4064,7128
226,-1468,-3884,7592
227,-1908,-4444,7438
228,-1802,-5112,7068
230,-1906,-5190,8134
231,-1776,-5356,6852
232,-1384,-4950,7082
234,-1478,-4858,7518
235,-960,-4436,6446
237,-994,-4334,6648
238,-1028,-3846,7234
239,-1112,-3968,6410
241,-1174,-4610,7154
242,-1700,-4390,7418
244,-1734,-5158,7702
245,-1802,-5570,6692
246,-2092,-6700,7780
248,-1988,-6676,6956
249,-1096,-6152,6822
250,-1060,-5428,6782
252,-1066,-5244,7538
253,-794,-3754,6612
254,-182,-3346,7240
256,-940,-3528,7334
257,-1020,-3144,6950
259,-894,-3672,6822
260,-1648,-3476,7714
261,-1950,-4120,7404
263,-1994,-4762,7302
264,-2132,-5106,7830
265,-2128,-4978,7354
267,-1254,-5704,6542
268,-1390,-5116,7674
270,-766,-3818,6928
271,-600,-3628,6836
272,-408,-2578,7290
274,-718,-2700,7358
275,-1108,-2438,6684
