156,3982,-8956,5790
157,3738,-3572,4838
158,2228,3652,5892
160,-2828,3520,7866
161,-3658,-1900,9672
163,-5274,-5602,8360
164,-2928,-9346,6070
165,-1584,-9200,8550
167,1958,-5706,5334
168,1158,-1844,6044
169,-70,574,7282
171,-4922,1112,6726
172,-5686,-12026,11094
174,-3274,-10530,6172
175,810,-10266,7608
176,3754,-5004,5718
178,4018,1058,5730
179,-2876,5424,7720
181,-4828,1174,10296
182,-6132,-5882,8722
183,-3978,-8282,7368
185,-2502,-10752,7302
186,1050,-6410,7250
187,554,-3880,6274
189,972,570,6150
190,-3302,-910,7644
192,-5406,-5202,9030
193,-3598,-8994,5892
194,-124,-15094,6808
196,2008,-3486,4288
197,4334,-1886,5534
199,3038,176,6770
200,-4228,3714,7834
201,-6374,-2438,8996
203,-6000,-10950,7878
204,-1078,-11786,4702
205,750,-9320,8504
207,2236,-6190,7720
208,1786,-714,3816
210,-44,146,7932
211,-4416,-2740,10926
212,-6394,-3874,7170
214,-2842,-10028,6308
215,-2396,-8426,7122
216,1028,-5362,8490
218,522,4772,4006
219,690,5066,9390
221,-6848,-730,10676
222,-7658,-4500,10300
223,-4672,-13464,4322
225,1966,-13032,7588
226,3266,-2538,2948
228,3902,1900,2906
229,2640,-356,10166
230,-3616,1296,8426
232,-4840,-1676,7678
233,-3186,-8196,7832
234,-1738,-9514,8166
236,-852,-8354,7400
237,2660,588,4572
239,1842,-380,6306
240,-4268,2118,9938
241,-6822,-8998,11878
243,-6126,-9554,4818
244,-824,-16848,8588
245,2306,-12986,7854
247,4638,-686,3654
248,886,74,6458
250,-2646,4116,8598
251,-5170,-4416,9972
