9,-2472,-5582,8912
11,-3004,-6186,7790
12,-2034,-7562,8092
13,-1830,-7510,7698
15,-1304,-5868,6244
16,-74,-5642,6888
17,468,-4242,4826
19,1170,-3032,5828
20,-490,-2684,8018
22,-510,-2062,7024
23,-1898,-2708,8488
24,-3150,-4184,8748
26,-3260,-4606,7648
27,-3046,-6016,8612
28,-2678,-5770,6540
30,-1218,-6304,6564
31,-734,-5760,6174
33,236,-5332,5378
34,-308,-4770,6626
35,-40,-4088,7350
37,-718,-3678,7528
38,-2010,-3356,8910
39,-2428,-3418,8262
41,-2502,-3428,8596
42,-2362,-3282,7968
44,-1706,-4066,7240
45,-1446,-4280,5596
46,-664,-5188,6156
48,-766,-6076,6830
49,-732,-5648,6350
50,-746,-6670,7218
52,-950,-6026,8190
53,-1608,-5012,8406
55,-808,-4946,7826
56,-1166,-3188,7684
57,-1358,-3254,7874
59,-914,-2046,7304
60,-326,-2312,6158
61,-1606,-3626,7654
63,-2026,-3818,6650
64,-2020,-5140,7326
65,-2536,-6414,8750
67,-2770,-7268,7500
68,-1836,-7076,7456
70,-1276,-6002,6798
71,-448,-4364,6840
72,-626,-3960,6422
74,540,-1874,6282
75,-480,-2084,7146
76,-1172,-1892,7124
78,-2136,-3106,8128
79,-3036,-4762,9356
81,-3378,-6142,7898
82,-2672,-7460,7890
83,-2538,-7280,6706
85,-922,-6748,6676
86,-398,-6258,5726
87,662,-4698,5458
89,538,-4816,6768
90,222,-3056,6278
92,-674,-2490,7572
93,-1780,-3712,9310
94,-2486,-3216,8046
96,-2496,-3930,8090
97,-2788,-4574,8784
98,-2788,-4544,7086
100,-1190,-5066,6358
101,-750,-5170,5392
103,-254,-5390,6036
104,-90,-4676,5904
105,124,-5346,6768
107,-736,-4326,7594
108,-1724,-4914,8348
109,-1868,-3238,7944
111,-2246,-3714,8478
112,-2494,-2348,8384
114,-1840,-3162,6944
115,-1572,-3690,6178
116,-1454,-4514,6974
118,-2054,-4714,6206
119,-1158,-6716,6890
120,-1562,-7118,7636
122,-1616,-7004,7794
123,-950,-6862,7888
125,-1290,-6626,7156
126,-616,-3628,7240
127,-678,-3408,7320
129,-142,-2106,5792
130,-558,-2184,6874
131,-1358,-2008,7736
133,-1570,-4086,7302
134,-2240,-5050,8526
136,-2890,-6054,7970
137,-2250,-7110,7464
138,-1948,-7372,7818
140,-1270,-5558,6392
141,-190,-5330,6472
142,246,-3696,5360
144,348,-2330,5784
145,66,-2112,7116
147,-726,-2026,7404
148,-1844,-2622,8416
149,-3222,-3242,8994
151,-3430,-4488,8532
152,-3366,-6194,8520
153,-3108,-5542,7140
155,-1666,-6190,6900
156,-1180,-5634,4960
158,304,-5326,5124
159,52,-4792,6452
160,-168,-4580,6868
162,-416,-4132,6944
163,-1310,-4070,9212
164,-2620,-3598,9178
166,-2436,-4118,8094
167,-2184,-3780,7510
169,-2092,-3784,7936
170,-1632,-4356,4964
171,-446,-4858,5530
173,-664,-6248,6440
174,-772,-6682,6198
175,-592,-6542,6904
177,-626,-5862,8036
178,-1562,-5808,8532
179,-1408,-4686,7988
181,-1490,-2310,7492
182,-1600,-2592,8186
184,-1352,-2490,6120
185,-1014,-2108,5706
186,-1128,-2852,6848
188,-2302,-4924,7298
189,-2254,-4998,6996
191,-1788,-6180,8522
192,-2732,-6942,8574
193,-1668,-6960,7414
195,-1494,-5284,6538
196,-688,-4680,7382
197,-596,-3946,5878
199,250,-2348,5546
200,-340,-2122,7092
202,-962,-2466,7616
203,-1984,-3232,7910
204,-2408,-5430,9290
206,-3394,-6424,8438
207,-2898,-6822,7364
209,-2120,-6830,6748
210,-1248,-6748,7134
211,-514,-6056,5226
213,1030,-4622,5330
214,790,-3930,5902
215,414,-3260,6656
217,-634,-2836,7482
218,-1446,-3112,9424
220,-2744,-3432,8646
221,-3128,-4194,8694
222,-3084,-4356,8016
224,-2672,-4952,7640
225,-1824,-5130,5890
226,-50,-5348,5168
228,-364,-5972,5910
229,-342,-4726,5982
230,-576,-5640,6688
232,-422,-4874,8506
233,-1836,-4046,8266
235,-2106,-3506,8290
236,-2320,-3464,8240
237,-2572,-2414,7432
239,-1924,-3090,6724
240,-954,-3014,5772
241,-1256,-4442,6332
243,-1646,-5528,6520
244,-834,-6132,6030
246,-1192,-6414,8732
247,-1850,-7198,7752
248,-1094,-6314,7074
250,-986,-5158,7822
251,-718,-3048,7030
252,-452,-3042,6988
254,-292,-2444,6752
255,-572,-1472,6052
256,-808,-1674,7330
258,-1470,-3676,7686
259,-2186,-4718,7598
261,-2458,-6494,8084
262,-2410,-7004,7732
263,-1966,-6984,6968
265,-960,-6364,6820
266,-324,-5486,6132
268,904,-3496,5850
269,-164,-3070,5810
270,204,-2530,7266
272,-1372,-2458,7998
273,-2050,-2446,8250
