135,-136,3884,-5860
137,26,3702,-5112
138,-294,3916,-3520
140,-1212,3322,-3600
141,-1068,3496,-1888
142,-1190,4068,-1374
144,-1268,2884,-346
145,-444,2770,2044
146,-2804,4178,1984
148,-2848,3998,2898
149,-1576,3500,2562
150,-2720,3702,3246
152,-1840,2394,4612
153,-3102,3786,4550
155,-2824,3764,3154
156,-382,3132,2410
157,-1428,3770,2052
159,-1422,3554,1852
160,-798,3078,942
162,-1192,4116,-34
163,-622,2730,-2416
164,-494,3926,-2426
166,-1002,4694,-3056
167,-280,2714,-4286
168,-934,4212,-4842
170,-144,3132,-6294
171,-42,3818,-5942
172,-886,4292,-5306
174,-856,3070,-5492
175,-142,3540,-5612
177,-386,3778,-4852
178,-532,3826,-3818
179,-786,3688,-3512
181,-1148,3354,-2020
182,-1288,3604,-1044
183,-1218,4050,-510
185,-1268,1708,348
186,-3064,3710,2132
188,-3142,3440,3358
189,-1236,2636,2366
190,-2824,3600,3064
192,-1726,2706,4398
193,-2490,3512,4826
195,-2798,2828,3066
196,-1068,3274,2820
197,-758,3814,2102
199,-1500,3008,1460
200,-1604,2842,1396
201,-686,4604,-210
203,-180,3766,-1706
204,250,2876,-2980
206,-732,3912,-2980
207,-310,3302,-3524
208,-564,3844,-6062
210,270,3798,-5948
211,574,3684,-5868
212,-860,3714,-5630
214,-564,3198,-5652
215,-418,3574,-5726
217,-366,3920,-5082
218,-408,3928,-3888
219,-886,3162,-2908
221,-1444,3424,-2332
222,-1354,3872,-1250
224,-302,2518,-818
225,-298,1494,2044
226,-3098,4306,2206
228,-2872,3796,3096
229,-1094,3376,2712
230,-2632,3680,2780
232,-2086,2758,4480
233,-2036,3360,4504
235,-2722,3220,3472
236,-1780,3474,2554
237,-1100,3644,1948
239,-1344,3162,1354
240,-876,3116,1204
242,-968,3202,18
243,-1066,3516,-2088
244,284,3732,-3202
246,-764,4008,-4052
247,-1012,3568,-3420
248,68,3330,-5090
250,-126,3990,-5912
251,108,3690,-6450
253,-374,3772,-5812
254,-618,3802,-5134
