timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.51,-6.25,7.92,-0.07,0.04,-1.08
6,2.47,-6.21,7.83,-0.08,0.04,-1.08
13,2.45,-6.24,7.78,-0.08,0.04,-1.09
19,2.50,-6.23,7.88,-0.08,0.04,-1.08
25,2.50,-6.20,7.83,-0.08,0.04,-1.09
32,2.43,-6.24,7.99,-0.08,0.04,-1.09
38,2.40,-6.22,7.86,-0.08,0.04,-1.08
46,2.43,-6.26,7.87,-0.08,0.04,-1.07
52,2.52,-6.22,7.89,-0.08,0.04,-1.08
58,2.51,-6.22,7.87,-0.08,0.04,-1.10
65,2.43,-6.28,8.03,-0.07,0.04,-1.08
71,2.47,-6.26,7.92,-0.08,0.04,-1.09
78,2.49,-6.20,7.83,-0.08,0.04,-1.08
85,2.45,-6.21,7.87,-0.08,0.04,-1.07
91,2.51,-6.26,7.97,-0.07,0.04,-1.10
97,2.47,-6.21,7.92,-0.07,0.04,-1.10
104,2.45,-6.22,7.84,-0.08,0.04,-1.09
110,2.48,-6.19,7.90,-0.07,0.04,-1.08
116,2.47,-6.21,7.86,-0.08,0.04,-1.08
122,2.43,-6.26,7.85,-0.08,0.04,-1.10
129,2.48,-6.22,7.90,-0.08,0.04,-1.08
135,2.48,-6.17,7.79,-0.08,0.05,-1.07
141,2.51,-6.25,7.82,-0.08,0.04,-1.08
148,2.50,-6.21,7.89,-0.08,0.04,-1.08
154,2.46,-6.23,7.83,-0.07,0.04,-1.09
160,2.47,-6.22,7.88,-0.08,0.04,-1.09
167,2.52,-6.16,7.89,-0.08,0.04,-1.09
173,2.49,-6.25,7.94,-0.08,0.04,-1.09
179,2.48,-6.22,7.86,-0.08,0.04,-1.09
186,2.48,-6.22,7.90,-0.08,0.05,-1.09
192,2.49,-6.26,7.96,-0.08,0.04,-1.09
199,2.42,-6.23,7.85,-0.08,0.04,-1.08
205,2.47,-6.21,7.91,-0.08,0.04,-1.08
212,2.42,-6.25,7.85,-0.08,0.04,-1.08
218,2.44,-6.28,7.94,-0.07,0.04,-1.08
225,2.45,-6.28,7.83,-0.08,0.04,-1.08
233,2.42,-6.29,7.93,-0.07,0.04,-1.08
240,2.49,-6.24,7.90,-0.08,0.04,-1.08
247,2.46,-6.17,7.98,-0.07,0.04,-1.09
253,2.45,-6.15,7.92,-0.08,0.04,-1.08
259,2.55,-6.20,8.00,-0.08,0.04,-1.08
266,2.41,-6.18,7.91,-0.07,0.04,-1.08
272,2.48,-6.27,7.86,-0.07,0.04,-1.10
278,2.49,-6.25,7.87,-0.07,0.04,-1.09
284,2.49,-6.20,7.96,-0.07,0.04,-1.09
291,2.47,-6.23,7.90,-0.07,0.04,-1.08
297,2.47,-6.22,7.89,-0.07,0.04,-1.09
303,2.44,-6.27,7.89,-0.08,0.04,-1.10
310,2.42,-6.18,7.85,-0.07,0.04,-1.09
316,2.45,-6.21,7.86,-0.08,0.04,-1.07
322,2.49,-6.19,7.89,-0.08,0.04,-1.08
329,2.47,-6.27,7.96,-0.08,0.04,-1.07
335,2.44,-6.23,7.82,-0.08,0.04,-1.08
341,2.45,-6.25,7.90,-0.08,0.04,-1.09
347,2.46,-6.22,7.85,-0.07,0.04,-1.08
354,2.50,-6.21,7.95,-0.08,0.04,-1.09
360,2.48,-6.19,7.92,-0.07,0.04,-1.09
366,2.48,-6.21,7.95,-0.08,0.04,-1.09
372,2.47,-6.23,7.89,-0.08,0.04,-1.08
379,2.47,-6.26,7.84,-0.08,0.04,-1.07
385,2.43,-6.25,7.83,-0.08,0.04,-1.08
391,2.43,-6.22,7.87,-0.08,0.04,-1.09
398,2.45,-6.24,7.85,-0.08,0.04,-1.09
404,2.43,-6.20,7.89,-0.07,0.04,-1.10
410,2.46,-6.24,7.89,-0.08,0.04,-1.09
417,2.41,-6.24,7.78,-0.07,0.04,-1.08
423,2.53,-6.17,7.90,-0.08,0.04,-1.08
429,2.49,-6.22,7.94,-0.08,0.04,-1.09
435,2.52,-6.25,7.95,-0.08,0.04,-1.09
442,2.43,-6.22,7.92,-0.08,0.04,-1.08
449,2.48,-6.21,7.93,-0.07,0.04,-1.07
455,2.46,-6.27,7.93,-0.08,0.04,-1.08
461,2.47,-6.25,7.89,-0.08,0.04,-1.08
468,2.51,-6.23,7.96,-0.08,0.04,-1.09
474,2.50,-6.23,7.83,-0.08,0.04,-1.08
480,2.45,-6.25,7.91,-0.07,0.04,-1.09
487,2.42,-6.16,7.96,-0.08,0.04,-1.10
493,2.49,-6.28,8.01,-0.07,0.04,-1.08
500,2.47,-6.19,7.91,-0.08,0.04,-1.09
506,2.49,-6.21,7.95,-0.08,0.04,-1.09
512,2.44,-6.24,7.94,-0.08,0.04,-1.08
519,2.44,-6.21,7.81,-0.07,0.04,-1.09
526,2.43,-6.23,7.96,-0.07,0.04,-1.09
533,2.49,-6.26,7.86,-0.07,0.04,-1.09
540,2.47,-6.18,7.90,-0.07,0.04,-1.09
547,2.48,-6.23,7.99,-0.07,0.04,-1.09
554,2.48,-6.21,7.91,-0.08,0.04,-1.08
561,2.44,-6.16,7.82,-0.08,0.04,-1.08
568,2.48,-6.21,7.94,-0.08,0.04,-1.09
574,2.46,-6.25,7.86,-0.07,0.04,-1.09
581,2.48,-6.23,7.89,-0.07,0.04,-1.07
587,2.38,-6.19,7.87,-0.08,0.04,-1.07
593,2.46,-6.22,7.90,-0.08,0.04,-1.08
599,2.44,-6.22,7.78,-0.07,0.04,-1.09
607,2.48,-6.26,7.93,-0.07,0.04,-1.11
613,2.49,-6.26,7.84,-0.07,0.04,-1.10
619,2.41,-6.27,7.91,-0.07,0.04,-1.10
626,2.45,-6.25,7.96,-0.08,0.04,-1.08
633,2.50,-6.26,7.85,-0.07,0.04,-1.08
640,2.43,-6.24,7.93,-0.08,0.04,-1.10
646,2.52,-6.22,7.84,-0.07,0.04,-1.08
653,2.40,-6.26,7.69,-0.08,0.04,-1.08
659,2.43,-6.18,7.87,-0.07,0.04,-1.10
666,2.43,-6.22,7.87,-0.08,0.04,-1.09
672,2.43,-6.21,7.92,-0.07,0.04,-1.08
679,2.46,-6.18,7.91,-0.08,0.04,-1.09
685,2.48,-6.27,7.85,-0.08,0.05,-1.08
691,2.42,-6.23,7.98,-0.08,0.04,-1.09
697,2.51,-6.22,7.98,-0.08,0.04,-1.09
704,2.39,-6.25,7.94,-0.08,0.04,-1.09
710,2.44,-6.21,7.91,-0.08,0.04,-1.09
716,2.45,-6.33,7.82,-0.08,0.04,-1.09
723,2.46,-6.21,7.83,-0.08,0.04,-1.11
729,2.45,-6.24,7.86,-0.08,0.04,-1.08
735,2.40,-6.21,7.96,-0.07,0.04,-1.09
742,2.43,-6.24,7.86,-0.07,0.04,-1.09
750,2.48,-6.28,7.85,-0.08,0.04,-1.08
756,2.48,-6.21,7.83,-0.08,0.04,-1.09
765,2.49,-6.26,7.83,-0.07,0.04,-1.09
773,2.49,-6.20,7.89,-0.08,0.04,-1.09
779,2.49,-6.22,7.90,-0.08,0.04,-1.07
786,2.50,-6.22,7.85,-0.08,0.04,-1.09
793,2.44,-6.17,7.88,-0.07,0.04,-1.09
799,2.42,-6.23,7.81,-0.07,0.04,-1.10
806,2.51,-6.17,7.89,-0.08,0.04,-1.09
813,2.48,-6.19,7.92,-0.07,0.04,-1.09
820,2.44,-6.25,7.88,-0.08,0.04,-1.08
828,2.49,-6.21,7.81,-0.08,0.04,-1.07
837,2.45,-6.18,7.88,-0.08,0.04,-1.08
843,2.46,-6.31,7.89,-0.08,0.04,-1.09
849,2.43,-6.26,7.90,-0.07,0.04,-1.10
856,2.46,-6.23,7.89,-0.07,0.04,-1.09
863,2.41,-6.23,7.86,-0.08,0.04,-1.09
870,2.48,-6.17,7.90,-0.07,0.04,-1.09
877,2.42,-6.22,7.89,-0.08,0.04,-1.09
884,2.46,-6.27,7.96,-0.08,0.04,-1.06
890,2.45,-6.26,7.93,-0.07,0.04,-1.08
896,2.49,-6.23,7.90,-0.08,0.04,-1.09
902,2.49,-6.21,7.88,-0.07,0.04,-1.10
909,2.50,-6.16,7.92,-0.08,0.04,-1.09
915,2.44,-6.22,7.90,-0.08,0.04,-1.08
922,2.44,-6.20,7.87,-0.08,0.04,-1.08
928,2.44,-6.21,7.91,-0.08,0.04,-1.08
935,2.47,-6.25,7.90,-0.08,0.04,-1.09
941,2.47,-6.19,7.86,-0.08,0.04,-1.10
947,2.46,-6.25,7.90,-0.08,0.04,-1.10
954,2.50,-6.19,7.95,-0.08,0.04,-1.09
960,2.50,-6.22,7.83,-0.07,0.05,-1.10
967,2.42,-6.24,7.95,-0.07,0.05,-1.08
973,2.53,-6.27,7.90,-0.08,0.04,-1.09
980,2.45,-6.24,7.82,-0.07,0.04,-1.10
987,2.51,-6.22,7.92,-0.08,0.04,-1.08
993,2.47,-6.23,7.93,-0.08,0.04,-1.08
1000,2.39,-6.21,7.93,-0.08,0.04,-1.08
1006,2.45,-6.27,7.85,-0.08,0.04,-1.09
1012,2.42,-6.20,7.87,-0.08,0.05,-1.08
1019,2.44,-6.26,7.88,-0.08,0.04,-1.08
1025,2.43,-6.22,7.78,-0.08,0.04,-1.10
1031,2.38,-6.22,7.90,-0.08,0.04,-1.08
1038,2.47,-6.25,7.96,-0.08,0.04,-1.08
1044,2.51,-6.26,7.93,-0.07,0.04,-1.10
