timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.53,-6.24,7.91,-0.07,0.04,-1.08
8,2.45,-6.26,7.90,-0.07,0.04,-1.10
16,2.40,-6.17,7.96,-0.08,0.04,-1.09
25,2.50,-6.19,7.87,-0.08,0.04,-1.07
33,2.45,-6.25,7.86,-0.08,0.04,-1.07
41,2.48,-6.24,7.89,-0.08,0.04,-1.09
48,2.47,-6.26,7.86,-0.08,0.04,-1.10
55,2.51,-6.24,7.86,-0.07,0.04,-1.11
61,2.49,-6.29,7.91,-0.07,0.04,-1.08
68,2.50,-6.22,7.93,-0.08,0.04,-1.09
75,2.49,-6.23,7.85,-0.08,0.04,-1.07
82,2.48,-6.24,7.91,-0.08,0.04,-1.07
89,2.42,-6.20,7.87,-0.08,0.04,-1.09
96,2.43,-6.25,7.89,-0.08,0.04,-1.09
103,2.46,-6.21,7.86,-0.08,0.04,-1.10
111,2.54,-6.21,7.81,-0.08,0.04,-1.07
117,2.53,-6.23,7.89,-0.08,0.04,-1.07
125,2.45,-6.22,7.92,-0.08,0.04,-1.09
133,2.51,-6.25,7.92,-0.08,0.04,-1.10
141,2.49,-6.25,7.87,-0.08,0.04,-1.09
149,2.48,-6.18,7.85,-0.07,0.04,-1.10
156,2.45,-6.20,7.82,-0.08,0.04,-1.08
164,2.44,-6.17,7.87,-0.07,0.04,-1.10
171,2.46,-6.25,7.86,-0.08,0.04,-1.09
178,2.42,-6.19,7.88,-0.07,0.04,-1.11
184,2.46,-6.22,7.92,-0.08,0.04,-1.10
190,2.45,-6.17,7.97,-0.07,0.04,-1.09
196,2.50,-6.18,7.92,-0.08,0.04,-1.07
203,2.45,-6.33,7.89,-0.08,0.05,-1.08
211,2.42,-6.21,7.88,-0.08,0.04,-1.07
219,2.47,-6.19,7.97,-0.07,0.04,-1.09
227,2.47,-6.28,7.92,-0.07,0.04,-1.09
235,2.44,-6.21,7.88,-0.08,0.04,-1.08
243,2.40,-6.27,7.88,-0.07,0.04,-1.08
251,2.52,-6.28,7.93,-0.07,0.04,-1.09
260,2.47,-6.23,7.86,-0.08,0.04,-1.09
268,2.45,-6.21,7.87,-0.08,0.04,-1.07
276,2.49,-6.23,7.90,-0.08,0.04,-1.09
285,2.46,-6.27,7.84,-0.08,0.05,-1.08
291,2.51,-6.22,7.84,-0.07,0.04,-1.07
299,2.46,-6.24,7.90,-0.08,0.04,-1.09
306,2.41,-6.21,7.86,-0.08,0.04,-1.08
312,2.49,-6.23,8.03,-0.07,0.04,-1.10
319,2.49,-6.18,7.94,-0.08,0.04,-1.10
325,2.43,-6.20,7.91,-0.07,0.04,-1.08
331,2.48,-6.24,7.81,-0.08,0.04,-1.09
339,2.46,-6.23,7.96,-0.08,0.05,-1.08
347,2.43,-6.24,7.91,-0.07,0.04,-1.09
354,2.45,-6.20,7.86,-0.07,0.04,-1.09
362,2.46,-6.18,7.98,-0.07,0.04,-1.10
370,2.47,-6.28,7.95,-0.08,0.04,-1.10
377,2.47,-6.17,7.87,-0.07,0.04,-1.08
385,2.50,-6.24,7.92,-0.08,0.04,-1.08
392,2.43,-6.26,7.92,-0.08,0.04,-1.07
400,2.47,-6.25,7.92,-0.08,0.04,-1.08
407,2.44,-6.22,7.91,-0.08,0.04,-1.09
415,2.49,-6.25,7.86,-0.07,0.04,-1.09
422,2.43,-6.18,7.90,-0.08,0.04,-1.09
429,2.39,-6.20,7.91,-0.07,0.04,-1.08
437,2.51,-6.25,7.86,-0.08,0.04,-1.10
445,2.47,-6.20,7.84,-0.08,0.04,-1.08
453,2.48,-6.25,7.87,-0.08,0.04,-1.08
460,2.50,-6.25,7.91,-0.08,0.04,-1.10
469,2.47,-6.22,7.87,-0.08,0.04,-1.09
476,2.43,-6.22,7.80,-0.08,0.04,-1.08
484,2.41,-6.23,7.88,-0.08,0.04,-1.08
491,2.49,-6.24,7.89,-0.07,0.04,-1.11
499,2.50,-6.28,7.91,-0.07,0.04,-1.09
