timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.45,-6.22,7.91,-0.07,0.04,-1.10
6,2.44,-6.20,7.96,-0.08,0.04,-1.10
12,2.50,-6.18,7.93,-0.08,0.04,-1.09
19,2.50,-6.21,7.90,-0.08,0.04,-1.08
25,2.44,-6.23,7.87,-0.08,0.04,-1.06
32,2.52,-6.20,7.83,-0.08,0.04,-1.07
38,2.47,-6.20,7.85,-0.08,0.04,-1.08
45,2.49,-6.23,7.96,-0.07,0.04,-1.09
51,2.49,-6.24,7.90,-0.07,0.04,-1.10
58,2.46,-6.25,7.97,-0.07,0.04,-1.10
65,2.48,-6.22,7.89,-0.08,0.04,-1.09
72,2.49,-6.17,8.00,-0.08,0.04,-1.09
78,2.54,-6.22,7.96,-0.08,0.04,-1.08
85,2.40,-6.18,7.91,-0.08,0.04,-1.06
93,2.43,-6.23,7.89,-0.08,0.04,-1.08
101,2.43,-6.21,7.89,-0.07,0.04,-1.09
108,2.44,-6.17,7.81,-0.08,0.04,-1.10
116,2.42,-6.28,7.85,-0.07,0.04,-1.11
123,2.46,-6.20,7.90,-0.07,0.04,-1.10
132,2.53,-6.21,7.95,-0.07,0.04,-1.08
139,2.46,-6.23,8.02,-0.08,0.04,-1.09
145,2.49,-6.20,7.82,-0.08,0.04,-1.07
152,2.47,-6.20,7.83,-0.08,0.04,-1.08
159,2.43,-6.25,7.83,-0.08,0.04,-1.06
165,2.44,-6.21,7.89,-0.07,0.04,-1.08
171,2.38,-6.22,8.00,-0.07,0.04,-1.09
178,2.51,-6.23,7.88,-0.08,0.04,-1.10
184,2.48,-6.19,7.98,-0.07,0.04,-1.11
192,2.51,-6.25,7.94,-0.07,0.04,-1.09
200,2.48,-6.20,7.97,-0.07,0.04,-1.08
206,2.46,-6.24,7.85,-0.08,0.04,-1.07
212,2.45,-6.23,7.79,-0.08,0.04,-1.09
219,2.43,-6.24,7.82,-0.07,0.04,-1.08
225,2.48,-6.25,7.86,-0.07,0.04,-1.09
231,2.46,-6.20,7.81,-0.08,0.04,-1.10
237,2.40,-6.21,7.58,-0.09,0.04,-1.09
244,2.45,-6.23,8.05,-0.03,0.06,-1.07
252,2.55,-6.28,8.32,-0.10,0.01,-1.14
260,2.42,-6.10,7.58,-0.08,0.06,-1.09
268,2.43,-6.19,7.72,-0.07,0.04,-1.01
276,2.36,-6.25,8.19,-0.08,0.04,-1.06
285,2.49,-6.25,7.80,-0.08,0.03,-1.14
