timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.47,-6.24,7.94,-0.08,0.05,-1.09
6,2.48,-6.20,7.88,-0.08,0.04,-1.10
12,2.47,-6.21,7.95,-0.08,0.04,-1.08
19,2.49,-6.17,7.88,-0.07,0.04,-1.10
26,2.48,-6.21,7.96,-0.07,0.04,-1.09
32,2.46,-6.22,7.96,-0.08,0.04,-1.07
38,2.47,-6.25,8.03,-0.08,0.04,-1.08
45,2.45,-6.23,7.88,-0.08,0.04,-1.07
52,2.43,-6.24,7.86,-0.07,0.04,-1.09
58,2.45,-6.29,7.91,-0.08,0.04,-1.08
65,2.52,-6.20,7.96,-0.08,0.04,-1.10
73,2.49,-6.20,7.95,-0.07,0.04,-1.12
80,2.50,-6.23,7.91,-0.07,0.04,-1.06
88,2.49,-6.22,7.92,-0.08,0.04,-1.07
94,2.47,-6.22,7.94,-0.08,0.04,-1.09
101,2.46,-6.23,7.78,-0.08,0.04,-1.08
108,2.48,-6.23,7.90,-0.08,0.04,-1.08
115,2.42,-6.25,7.90,-0.08,0.04,-1.11
121,2.48,-6.24,7.82,-0.08,0.04,-1.09
127,2.42,-6.19,7.90,-0.08,0.04,-1.08
133,2.43,-6.26,7.94,-0.07,0.05,-1.11
140,2.45,-6.23,7.92,-0.08,0.04,-1.09
147,2.51,-6.17,7.85,-0.08,0.04,-1.09
154,2.45,-6.17,7.83,-0.08,0.04,-1.09
160,2.46,-6.27,7.86,-0.08,0.04,-1.10
167,2.48,-6.22,7.95,-0.08,0.04,-1.09
173,2.43,-6.25,7.90,-0.07,0.04,-1.10
180,2.48,-6.17,7.97,-0.08,0.04,-1.09
186,2.42,-6.23,7.88,-0.08,0.04,-1.10
193,2.44,-6.20,7.80,-0.07,0.04,-1.10
200,2.42,-6.28,7.91,-0.08,0.04,-1.08
208,2.45,-6.27,7.97,-0.08,0.04,-1.09
216,2.45,-6.21,7.85,-0.08,0.04,-1.08
225,2.46,-6.21,7.93,-0.07,0.04,-1.09
232,2.47,-6.26,7.90,-0.07,0.04,-1.08
241,2.48,-6.29,7.91,-0.08,0.04,-1.08
249,2.43,-6.17,7.88,-0.08,0.04,-1.10
255,2.45,-6.25,7.94,-0.08,0.04,-1.08
261,2.50,-6.26,7.91,-0.07,0.04,-1.10
270,2.47,-6.22,7.93,-0.08,0.04,-1.11
279,2.47,-6.25,7.85,-0.07,0.04,-1.09
286,2.49,-6.22,7.99,-0.08,0.04,-1.10
293,2.47,-6.24,7.84,-0.08,0.04,-1.09
299,2.49,-6.21,7.83,-0.08,0.04,-1.08
306,2.44,-6.18,7.91,-0.08,0.04,-1.09
312,2.50,-6.19,7.93,-0.07,0.04,-1.09
320,2.43,-6.23,7.91,-0.08,0.04,-1.10
327,2.49,-6.20,7.87,-0.08,0.04,-1.10
334,2.44,-6.27,7.87,-0.08,0.04,-1.09
340,2.47,-6.25,7.85,-0.07,0.04,-1.08
346,2.45,-6.24,7.87,-0.07,0.04,-1.09
353,2.47,-6.22,7.90,-0.07,0.04,-1.08
361,2.47,-6.22,7.94,-0.07,0.04,-1.07
367,2.51,-6.22,7.79,-0.07,0.04,-1.11
374,2.44,-6.29,7.88,-0.07,0.04,-1.07
381,2.50,-6.20,7.96,-0.07,0.04,-1.09
387,2.42,-6.21,7.95,-0.08,0.04,-1.10
393,2.43,-6.22,7.83,-0.07,0.04,-1.10
400,2.49,-6.25,7.89,-0.08,0.04,-1.10
406,2.44,-6.22,7.83,-0.08,0.04,-1.10
