timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.50,-6.21,7.88,-0.08,0.04,-1.09
6,2.46,-6.22,7.86,-0.08,0.04,-1.10
13,2.45,-6.24,7.84,-0.08,0.04,-1.08
19,2.42,-6.21,7.78,-0.08,0.04,-1.09
26,2.49,-6.20,7.96,-0.08,0.04,-1.09
32,2.44,-6.28,7.94,-0.07,0.04,-1.09
39,2.46,-6.26,7.92,-0.08,0.04,-1.08
46,2.44,-6.23,7.95,-0.07,0.04,-1.09
52,2.52,-6.24,7.86,-0.08,0.04,-1.10
59,2.44,-6.25,7.87,-0.08,0.04,-1.08
66,2.47,-6.29,7.86,-0.08,0.04,-1.11
72,2.50,-6.26,7.86,-0.08,0.04,-1.09
79,2.44,-6.19,7.89,-0.08,0.04,-1.10
86,2.43,-6.22,7.78,-0.07,0.04,-1.08
92,2.51,-6.22,7.81,-0.07,0.04,-1.10
99,2.41,-6.23,7.94,-0.07,0.04,-1.10
106,2.45,-6.21,7.95,-0.07,0.04,-1.09
114,2.47,-6.30,7.88,-0.08,0.04,-1.10
122,2.48,-6.21,7.83,-0.08,0.04,-1.09
129,2.46,-6.25,7.87,-0.08,0.04,-1.09
137,2.44,-6.29,7.86,-0.08,0.04,-1.08
143,2.50,-6.24,7.89,-0.08,0.04,-1.09
150,2.46,-6.18,7.82,-0.08,0.04,-1.07
157,2.46,-6.27,7.92,-0.07,0.04,-1.10
164,2.50,-6.22,7.90,-0.08,0.04,-1.09
171,2.45,-6.17,7.86,-0.07,0.04,-1.09
178,2.50,-6.20,7.88,-0.08,0.04,-1.09
185,2.48,-6.26,7.88,-0.08,0.04,-1.08
192,2.42,-6.23,7.84,-0.08,0.04,-1.09
199,2.39,-6.24,7.97,-0.08,0.04,-1.09
205,2.44,-6.23,7.88,-0.08,0.04,-1.09
212,2.44,-6.18,7.88,-0.08,0.05,-1.10
220,2.45,-6.22,7.91,-0.08,0.04,-1.10
229,2.48,-6.21,7.92,-0.08,0.04,-1.08
237,2.47,-6.26,7.84,-0.08,0.04,-1.09
244,2.43,-6.23,7.98,-0.07,0.04,-1.10
252,2.42,-6.21,7.99,-0.08,0.05,-1.09
260,2.45,-6.22,7.89,-0.08,0.04,-1.08
269,2.42,-6.26,7.94,-0.08,0.04,-1.07
277,2.48,-6.23,7.77,-0.08,0.04,-1.08
284,2.46,-6.23,8.00,-0.07,0.04,-1.09
290,2.41,-6.25,7.84,-0.07,0.04,-1.10
299,2.43,-6.20,7.82,-0.08,0.04,-1.11
307,2.47,-6.22,7.87,-0.08,0.04,-1.09
315,2.43,-6.24,7.93,-0.08,0.04,-1.10
324,2.54,-6.20,7.90,-0.08,0.04,-1.10
333,2.49,-6.25,7.87,-0.08,0.04,-1.10
341,2.47,-6.25,7.87,-0.08,0.04,-1.09
348,2.52,-6.24,7.93,-0.07,0.04,-1.11
355,2.43,-6.21,7.78,-0.08,0.04,-1.10
362,2.44,-6.20,7.92,-0.08,0.04,-1.09
370,2.43,-6.21,7.90,-0.08,0.04,-1.10
376,2.47,-6.22,7.88,-0.07,0.04,-1.10
383,2.45,-6.20,7.93,-0.08,0.04,-1.09
390,2.45,-6.28,7.88,-0.08,0.04,-1.09
398,2.51,-6.21,7.82,-0.08,0.04,-1.09
405,2.45,-6.23,7.82,-0.07,0.04,-1.09
412,2.47,-6.22,7.87,-0.07,0.04,-1.10
419,2.47,-6.20,7.86,-0.07,0.04,-1.11
428,2.48,-6.24,7.86,-0.08,0.04,-1.09
436,2.44,-6.29,7.89,-0.07,0.04,-1.09
444,2.50,-6.24,7.93,-0.08,0.04,-1.09
452,2.44,-6.24,7.93,-0.07,0.04,-1.08
459,2.52,-6.21,7.88,-0.07,0.04,-1.08
467,2.47,-6.26,7.93,-0.08,0.04,-1.10
475,2.47,-6.23,7.75,-0.08,0.04,-1.08
483,2.48,-6.24,7.93,-0.08,0.04,-1.08
491,2.47,-6.26,7.90,-0.08,0.04,-1.10
498,2.46,-6.20,7.91,-0.07,0.04,-1.08
506,2.53,-6.21,7.86,-0.08,0.04,-1.09
513,2.46,-6.15,7.81,-0.08,0.04,-1.08
520,2.44,-6.23,7.94,-0.08,0.04,-1.08
527,2.43,-6.25,7.84,-0.08,0.04,-1.10
534,2.52,-6.21,7.81,-0.07,0.04,-1.10
541,2.45,-6.19,7.92,-0.08,0.04,-1.10
548,2.47,-6.19,7.83,-0.08,0.04,-1.09
556,2.44,-6.20,7.90,-0.08,0.04,-1.09
563,2.42,-6.23,7.84,-0.07,0.04,-1.11
569,2.52,-6.24,7.91,-0.08,0.04,-1.10
576,2.51,-6.20,7.90,-0.07,0.04,-1.09
582,2.46,-6.25,7.97,-0.08,0.04,-1.08
590,2.40,-6.28,7.93,-0.08,0.04,-1.10
597,2.51,-6.22,7.86,-0.08,0.04,-1.09
604,2.38,-6.23,7.88,-0.08,0.04,-1.10
611,2.44,-6.23,7.92,-0.07,0.04,-1.08
618,2.47,-6.24,7.93,-0.07,0.04,-1.09
625,2.43,-6.18,7.85,-0.07,0.04,-1.08
632,2.48,-6.21,7.95,-0.08,0.04,-1.11
638,2.48,-6.24,7.85,-0.08,0.04,-1.09
644,2.46,-6.27,7.94,-0.08,0.04,-1.08
650,2.43,-6.21,7.80,-0.08,0.04,-1.10
657,2.42,-6.22,7.90,-0.08,0.04,-1.09
663,2.49,-6.21,7.84,-0.08,0.04,-1.10
670,2.50,-6.21,7.90,-0.07,0.04,-1.10
678,2.44,-6.27,7.99,-0.08,0.04,-1.09
687,2.46,-6.25,7.92,-0.07,0.04,-1.10
694,2.48,-6.24,7.88,-0.07,0.04,-1.08
701,2.51,-6.23,7.89,-0.08,0.04,-1.09
710,2.49,-6.29,7.92,-0.08,0.04,-1.09
718,2.55,-6.29,7.85,-0.08,0.04,-1.08
726,2.53,-6.23,7.87,-0.07,0.04,-1.06
733,2.46,-6.23,7.99,-0.08,0.04,-1.11
741,2.43,-6.21,7.74,-0.08,0.04,-1.11
748,2.52,-6.17,7.77,-0.07,0.05,-1.08
755,2.52,-6.25,7.90,-0.07,0.04,-1.07
763,2.48,-6.22,7.93,-0.08,0.04,-1.10
772,2.49,-6.19,7.74,-0.08,0.04,-1.09
780,2.47,-6.26,7.80,-0.08,0.04,-1.06
788,2.42,-6.26,7.98,-0.07,0.04,-1.09
795,2.44,-6.21,7.89,-0.08,0.04,-1.12
801,2.43,-6.26,7.89,-0.08,0.04,-1.10
807,2.48,-6.24,7.86,-0.08,0.05,-1.06
814,2.44,-6.16,7.87,-0.07,0.04,-1.08
821,2.50,-6.23,7.89,-0.08,0.04,-1.10
827,2.44,-6.23,7.84,-0.08,0.04,-1.09
834,2.46,-6.19,7.81,-0.08,0.04,-1.09
840,2.44,-6.25,7.91,-0.07,0.05,-1.08
847,2.43,-6.28,7.81,-0.07,0.04,-1.10
853,2.43,-6.26,7.86,-0.07,0.04,-1.10
859,2.43,-6.21,7.94,-0.08,0.04,-1.10
865,2.46,-6.23,7.91,-0.07,0.04,-1.10
872,2.49,-6.21,7.94,-0.07,0.04,-1.08
878,2.47,-6.24,7.91,-0.08,0.04,-1.09
885,2.40,-6.24,7.90,-0.08,0.04,-1.10
891,2.44,-6.24,7.86,-0.08,0.04,-1.09
898,2.41,-6.17,7.89,-0.08,0.04,-1.08
906,2.43,-6.29,7.91,-0.07,0.04,-1.09
912,2.47,-6.31,7.88,-0.07,0.04,-1.10
918,2.44,-6.20,7.91,-0.07,0.04,-1.10
925,2.49,-6.17,7.82,-0.07,0.04,-1.11
931,2.56,-6.22,7.90,-0.08,0.04,-1.10
938,2.49,-6.21,7.93,-0.07,0.04,-1.10
944,2.43,-6.23,7.96,-0.08,0.04,-1.08
951,2.47,-6.24,7.83,-0.08,0.04,-1.09
957,2.47,-6.16,7.91,-0.08,0.04,-1.09
964,2.47,-6.26,7.83,-0.08,0.04,-1.08
971,2.48,-6.23,7.82,-0.07,0.04,-1.09
978,2.45,-6.27,7.87,-0.07,0.04,-1.10
986,2.42,-6.21,7.91,-0.07,0.04,-1.10
993,2.49,-6.26,7.94,-0.07,0.04,-1.10
1000,2.53,-6.26,7.97,-0.07,0.04,-1.10
1007,2.50,-6.23,7.86,-0.08,0.04,-1.08
1014,2.43,-6.18,7.92,-0.08,0.04,-1.09
1020,2.47,-6.25,7.96,-0.08,0.04,-1.08
1027,2.42,-6.20,7.82,-0.08,0.04,-1.07
1033,2.45,-6.25,7.80,-0.07,0.04,-1.11
1041,2.41,-6.22,7.83,-0.08,0.04,-1.09
1047,2.47,-6.18,7.89,-0.07,0.04,-1.12
1053,2.48,-6.25,7.90,-0.08,0.04,-1.11
1060,2.50,-6.19,7.95,-0.07,0.04,-1.10
1066,2.42,-6.23,7.88,-0.08,0.04,-1.09
1072,2.43,-6.23,7.88,-0.08,0.04,-1.10
1080,2.47,-6.22,7.88,-0.08,0.04,-1.08
1088,2.43,-6.24,7.95,-0.08,0.04,-1.08
1095,2.45,-6.23,7.81,-0.08,0.04,-1.08
1101,2.47,-6.22,7.90,-0.07,0.04,-1.08
1109,2.46,-6.20,7.90,-0.08,0.04,-1.11
1116,2.55,-6.19,7.88,-0.08,0.04,-1.09
1124,2.46,-6.16,7.87,-0.08,0.04,-1.10
1131,2.48,-6.24,7.91,-0.08,0.04,-1.10
1139,2.47,-6.31,7.92,-0.07,0.04,-1.08
1147,2.42,-6.24,7.91,-0.07,0.04,-1.10
1154,2.47,-6.22,7.85,-0.07,0.04,-1.10
1161,2.45,-6.26,7.90,-0.08,0.04,-1.09
1169,2.47,-6.28,7.85,-0.07,0.04,-1.10
1175,2.49,-6.26,7.92,-0.08,0.04,-1.11
1182,2.44,-6.21,8.01,-0.08,0.04,-1.10
1189,2.47,-6.23,7.85,-0.07,0.04,-1.08
1197,2.51,-6.22,7.90,-0.08,0.05,-1.09
1204,2.45,-6.19,7.93,-0.08,0.04,-1.08
1212,2.49,-6.21,7.87,-0.08,0.05,-1.09
1218,2.47,-6.24,7.92,-0.08,0.04,-1.08
1225,2.47,-6.19,7.91,-0.08,0.04,-1.10
1231,2.47,-6.23,7.86,-0.07,0.04,-1.10
1238,2.48,-6.19,7.95,-0.08,0.04,-1.11
1244,2.50,-6.24,7.95,-0.08,0.04,-1.08
1250,2.55,-6.27,7.86,-0.07,0.04,-1.09
1257,2.43,-6.21,7.86,-0.08,0.05,-1.08
1263,2.43,-6.18,7.86,-0.08,0.05,-1.08
1270,2.44,-6.22,7.91,-0.07,0.04,-1.07
1277,2.47,-6.30,7.94,-0.07,0.04,-1.09
1283,2.47,-6.17,7.89,-0.08,0.04,-1.08
1290,2.44,-6.22,7.88,-0.07,0.04,-1.10
1296,2.44,-6.19,7.90,-0.07,0.04,-1.09
1303,2.50,-6.22,7.96,-0.07,0.04,-1.09
1309,2.38,-6.27,7.92,-0.08,0.04,-1.10
1316,2.45,-6.26,7.82,-0.08,0.04,-1.08
1322,2.46,-6.22,7.83,-0.08,0.04,-1.09
1328,2.45,-6.24,7.92,-0.08,0.04,-1.08
1335,2.53,-6.22,7.91,-0.07,0.04,-1.08
1341,2.47,-6.24,7.90,-0.08,0.04,-1.09
1348,2.46,-6.22,7.90,-0.08,0.04,-1.09
1354,2.51,-6.24,7.95,-0.07,0.04,-1.09
1362,2.50,-6.25,7.84,-0.07,0.04,-1.09
1369,2.52,-6.21,7.81,-0.08,0.04,-1.09
1377,2.47,-6.19,7.84,-0.08,0.05,-1.10
1383,2.46,-6.22,7.85,-0.08,0.05,-1.09
1389,2.43,-6.21,7.86,-0.08,0.04,-1.08
1397,2.42,-6.28,7.89,-0.08,0.04,-1.09
1403,2.43,-6.24,7.86,-0.07,0.04,-1.08
