timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.51,-6.23,7.84,-0.07,0.04,-1.09
7,2.41,-6.24,7.85,-0.07,0.04,-1.10
14,2.49,-6.20,7.96,-0.08,0.04,-1.08
20,2.51,-6.22,7.85,-0.08,0.04,-1.09
26,2.40,-6.17,7.97,-0.08,0.04,-1.08
35,2.48,-6.23,7.92,-0.08,0.04,-1.09
43,2.47,-6.25,7.86,-0.07,0.04,-1.09
52,2.44,-6.20,7.88,-0.08,0.04,-1.09
60,2.41,-6.19,7.93,-0.07,0.04,-1.10
67,2.53,-6.20,7.89,-0.08,0.04,-1.08
75,2.53,-6.22,7.92,-0.08,0.04,-1.09
81,2.47,-6.25,7.90,-0.08,0.04,-1.09
87,2.53,-6.22,7.89,-0.08,0.04,-1.06
93,2.46,-6.22,7.83,-0.08,0.04,-1.07
101,2.45,-6.19,7.94,-0.08,0.04,-1.10
109,2.43,-6.26,7.97,-0.08,0.04,-1.11
117,2.44,-6.23,7.83,-0.08,0.04,-1.10
124,2.43,-6.22,7.87,-0.08,0.04,-1.08
131,2.48,-6.23,7.80,-0.07,0.04,-1.11
137,2.47,-6.20,7.88,-0.07,0.04,-1.09
143,2.45,-6.22,7.94,-0.08,0.04,-1.08
149,2.51,-6.18,7.92,-0.07,0.04,-1.09
156,2.54,-6.18,7.89,-0.07,0.04,-1.09
163,2.44,-6.24,7.86,-0.08,0.04,-1.09
171,2.55,-6.26,7.97,-0.08,0.04,-1.09
177,2.52,-6.23,7.94,-0.08,0.04,-1.09
183,2.47,-6.21,7.82,-0.07,0.04,-1.11
190,2.39,-6.22,7.86,-0.08,0.04,-1.11
196,2.53,-6.20,7.96,-0.07,0.04,-1.08
202,2.47,-6.25,7.91,-0.08,0.04,-1.10
209,2.46,-6.20,7.94,-0.08,0.04,-1.08
215,2.50,-6.27,7.81,-0.08,0.04,-1.08
221,2.54,-6.23,7.88,-0.08,0.04,-1.07
228,2.46,-6.25,7.91,-0.08,0.05,-1.08
234,2.43,-6.28,7.84,-0.08,0.04,-1.07
240,2.40,-6.28,7.88,-0.08,0.04,-1.10
247,2.44,-6.26,7.86,-0.07,0.04,-1.11
253,2.46,-6.24,7.81,-0.07,0.04,-1.10
259,2.51,-6.26,7.90,-0.08,0.04,-1.07
266,2.43,-6.23,7.96,-0.08,0.04,-1.09
273,2.47,-6.21,7.84,-0.08,0.04,-1.07
280,2.47,-6.28,7.90,-0.08,0.04,-1.09
286,2.43,-6.21,7.82,-0.08,0.04,-1.08
293,2.43,-6.29,7.86,-0.08,0.04,-1.09
300,2.48,-6.26,7.84,-0.07,0.04,-1.10
308,2.49,-6.21,7.89,-0.08,0.04,-1.10
316,2.47,-6.24,7.74,-0.07,0.04,-1.09
323,2.46,-6.22,7.89,-0.08,0.05,-1.07
330,2.45,-6.22,7.83,-0.08,0.05,-1.07
337,2.44,-6.28,7.87,-0.08,0.04,-1.08
344,2.47,-6.30,7.97,-0.07,0.04,-1.09
352,2.46,-6.23,7.98,-0.07,0.04,-1.11
360,2.52,-6.13,7.80,-0.08,0.04,-1.11
369,2.38,-6.17,7.84,-0.08,0.05,-1.07
377,2.52,-6.22,7.94,-0.08,0.05,-1.05
384,2.41,-6.25,7.87,-0.08,0.04,-1.08
391,2.46,-6.30,7.94,-0.07,0.04,-1.11
