timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.52,-6.26,7.92,-0.08,0.04,-1.10
6,2.46,-6.24,7.95,-0.07,0.04,-1.09
13,2.43,-6.18,7.91,-0.08,0.04,-1.10
19,2.42,-6.26,7.87,-0.08,0.04,-1.08
25,2.49,-6.19,7.82,-0.07,0.04,-1.07
32,2.44,-6.25,7.87,-0.07,0.04,-1.08
39,2.44,-6.27,7.90,-0.07,0.04,-1.08
46,2.42,-6.21,7.91,-0.08,0.04,-1.09
53,2.46,-6.25,7.84,-0.07,0.04,-1.10
60,2.50,-6.19,8.03,-0.08,0.04,-1.08
66,2.43,-6.22,7.95,-0.07,0.04,-1.09
73,2.55,-6.19,7.81,-0.08,0.04,-1.09
79,2.45,-6.31,7.84,-0.08,0.04,-1.07
86,2.51,-6.24,7.91,-0.08,0.04,-1.08
92,2.49,-6.23,7.83,-0.07,0.04,-1.08
99,2.39,-6.23,7.83,-0.07,0.04,-1.10
106,2.47,-6.25,7.89,-0.07,0.04,-1.07
114,2.48,-6.23,7.87,-0.08,0.04,-1.08
122,2.51,-6.19,7.86,-0.08,0.04,-1.08
129,2.52,-6.22,7.96,-0.07,0.04,-1.09
135,2.49,-6.19,8.00,-0.08,0.04,-1.09
142,2.45,-6.22,7.90,-0.08,0.04,-1.09
148,2.44,-6.20,7.92,-0.08,0.04,-1.08
155,2.46,-6.26,7.86,-0.08,0.04,-1.10
162,2.48,-6.18,7.91,-0.08,0.04,-1.10
170,2.40,-6.18,7.93,-0.08,0.04,-1.10
178,2.49,-6.19,7.98,-0.08,0.04,-1.08
185,2.48,-6.17,8.02,-0.07,0.04,-1.09
193,2.49,-6.23,7.92,-0.08,0.04,-1.07
200,2.47,-6.21,7.90,-0.08,0.04,-1.08
207,2.52,-6.26,7.91,-0.07,0.04,-1.08
215,2.46,-6.23,8.02,-0.08,0.04,-1.09
223,2.45,-6.19,7.91,-0.08,0.04,-1.08
231,2.47,-6.21,7.87,-0.07,0.04,-1.08
239,2.46,-6.30,7.87,-0.08,0.04,-1.09
246,2.45,-6.23,8.02,-0.08,0.04,-1.09
253,2.49,-6.20,7.81,-0.08,0.04,-1.09
261,2.41,-6.26,7.85,-0.08,0.04,-1.09
269,2.45,-6.25,7.96,-0.07,0.04,-1.08
277,2.48,-6.21,7.86,-0.08,0.04,-1.06
285,2.43,-6.23,7.85,-0.07,0.04,-1.08
293,2.44,-6.25,7.88,-0.08,0.04,-1.09
302,2.47,-6.19,7.84,-0.08,0.04,-1.09
309,2.46,-6.22,7.87,-0.07,0.04,-1.10
318,2.54,-6.22,7.97,-0.08,0.04,-1.08
325,2.48,-6.27,7.88,-0.08,0.04,-1.07
332,2.49,-6.22,7.91,-0.08,0.04,-1.07
338,2.48,-6.22,7.88,-0.08,0.04,-1.09
345,2.44,-6.22,7.87,-0.08,0.04,-1.08
352,2.45,-6.24,7.87,-0.08,0.04,-1.08
358,2.51,-6.27,7.93,-0.08,0.04,-1.09
365,2.50,-6.26,7.89,-0.07,0.04,-1.09
372,2.48,-6.24,8.00,-0.07,0.04,-1.08
379,2.50,-6.24,7.93,-0.08,0.04,-1.09
387,2.51,-6.19,7.88,-0.08,0.04,-1.08
394,2.42,-6.30,7.91,-0.08,0.04,-1.07
403,2.52,-6.21,7.86,-0.08,0.04,-1.07
410,2.40,-6.20,7.93,-0.07,0.04,-1.08
418,2.49,-6.25,7.93,-0.08,0.04,-1.10
425,2.48,-6.19,7.86,-0.07,0.04,-1.09
432,2.56,-6.22,7.87,-0.08,0.04,-1.09
439,2.48,-6.25,7.88,-0.08,0.04,-1.09
446,2.52,-6.22,7.87,-0.08,0.04,-1.09
452,2.49,-6.18,7.89,-0.08,0.04,-1.08
459,2.47,-6.19,7.85,-0.08,0.04,-1.07
467,2.45,-6.23,7.85,-0.08,0.04,-1.09
474,2.50,-6.23,7.90,-0.07,0.04,-1.10
482,2.49,-6.21,7.88,-0.08,0.04,-1.09
489,2.43,-6.21,7.93,-0.07,0.04,-1.09
497,2.47,-6.20,7.95,-0.08,0.04,-1.08
505,2.45,-6.20,7.92,-0.08,0.04,-1.08
512,2.42,-6.19,7.84,-0.07,0.04,-1.09
519,2.54,-6.21,7.86,-0.08,0.04,-1.07
526,2.47,-6.25,7.95,-0.08,0.04,-1.08
532,2.49,-6.17,7.92,-0.08,0.04,-1.07
539,2.46,-6.26,7.94,-0.07,0.04,-1.10
546,2.38,-6.22,7.90,-0.07,0.04,-1.09
554,2.45,-6.21,7.91,-0.08,0.04,-1.08
561,2.43,-6.21,7.91,-0.07,0.04,-1.09
569,2.46,-6.22,7.88,-0.07,0.04,-1.08
576,2.47,-6.20,7.94,-0.08,0.04,-1.08
584,2.50,-6.25,7.88,-0.08,0.04,-1.08
590,2.44,-6.27,7.78,-0.08,0.04,-1.09
597,2.47,-6.22,7.85,-0.08,0.04,-1.08
605,2.42,-6.23,7.92,-0.08,0.04,-1.10
612,2.51,-6.24,7.82,-0.08,0.04,-1.09
619,2.44,-6.22,7.89,-0.08,0.04,-1.08
626,2.49,-6.22,7.90,-0.08,0.04,-1.10
632,2.48,-6.22,7.99,-0.08,0.04,-1.08
638,2.55,-6.20,7.93,-0.08,0.04,-1.09
645,2.49,-6.23,7.92,-0.08,0.04,-1.09
651,2.49,-6.23,7.89,-0.08,0.04,-1.09
657,2.50,-6.15,7.86,-0.08,0.04,-1.08
664,2.48,-6.22,7.86,-0.07,0.04,-1.10
670,2.47,-6.25,7.88,-0.07,0.04,-1.09
678,2.51,-6.24,7.88,-0.07,0.04,-1.10
684,2.45,-6.17,7.89,-0.07,0.04,-1.07
692,2.53,-6.19,7.92,-0.08,0.04,-1.09
700,2.49,-6.23,7.81,-0.07,0.04,-1.08
707,2.48,-6.20,7.85,-0.08,0.04,-1.09
715,2.45,-6.24,7.82,-0.07,0.04,-1.06
722,2.42,-6.25,7.88,-0.07,0.04,-1.10
729,2.47,-6.23,7.86,-0.08,0.04,-1.10
735,2.47,-6.24,7.85,-0.08,0.04,-1.09
742,2.47,-6.20,7.86,-0.08,0.04,-1.10
750,2.49,-6.22,7.90,-0.08,0.04,-1.10
757,2.44,-6.23,7.86,-0.08,0.04,-1.08
763,2.46,-6.24,7.87,-0.08,0.04,-1.07
770,2.50,-6.22,7.89,-0.08,0.04,-1.07
776,2.51,-6.26,7.82,-0.07,0.05,-1.09
784,2.48,-6.22,7.95,-0.07,0.04,-1.08
791,2.44,-6.25,7.98,-0.08,0.04,-1.06
797,2.48,-6.25,7.85,-0.08,0.04,-1.07
804,2.45,-6.27,7.83,-0.07,0.04,-1.10
810,2.46,-6.20,7.89,-0.07,0.04,-1.08
817,2.48,-6.19,7.92,-0.08,0.04,-1.07
824,2.48,-6.24,7.87,-0.08,0.04,-1.08
830,2.47,-6.26,7.90,-0.07,0.04,-1.09
836,2.47,-6.23,7.93,-0.08,0.04,-1.09
843,2.45,-6.21,7.89,-0.08,0.04,-1.09
850,2.46,-6.24,7.90,-0.08,0.04,-1.08
856,2.47,-6.21,7.81,-0.07,0.04,-1.10
863,2.42,-6.21,7.93,-0.08,0.04,-1.09
871,2.51,-6.21,7.90,-0.07,0.04,-1.09
879,2.43,-6.26,7.86,-0.08,0.04,-1.08
886,2.42,-6.21,7.97,-0.08,0.04,-1.08
893,2.44,-6.22,7.95,-0.08,0.04,-1.08
902,2.47,-6.25,7.88,-0.08,0.04,-1.09
909,2.41,-6.29,7.90,-0.08,0.04,-1.08
916,2.47,-6.23,7.89,-0.08,0.04,-1.09
923,2.52,-6.23,7.94,-0.07,0.04,-1.09
930,2.46,-6.25,7.92,-0.08,0.04,-1.11
937,2.45,-6.27,7.92,-0.07,0.04,-1.08
945,2.48,-6.20,7.91,-0.08,0.04,-1.10
951,2.47,-6.22,7.89,-0.08,0.04,-1.10
958,2.50,-6.24,7.91,-0.07,0.04,-1.09
964,2.50,-6.25,7.88,-0.08,0.04,-1.07
971,2.50,-6.21,7.98,-0.08,0.04,-1.09
979,2.44,-6.27,7.99,-0.07,0.04,-1.07
