timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.44,-6.23,7.96,-0.08,0.04,-1.10
7,2.49,-6.25,7.86,-0.08,0.04,-1.10
16,2.45,-6.18,7.95,-0.08,0.04,-1.09
23,2.53,-6.23,7.79,-0.08,0.04,-1.10
31,2.45,-6.21,7.91,-0.07,0.04,-1.08
38,2.46,-6.23,7.90,-0.07,0.04,-1.09
46,2.48,-6.22,7.88,-0.07,0.04,-1.08
52,2.46,-6.19,7.92,-0.08,0.04,-1.10
58,2.52,-6.24,7.94,-0.08,0.04,-1.09
66,2.41,-6.22,7.90,-0.08,0.04,-1.09
73,2.47,-6.22,7.89,-0.08,0.04,-1.10
81,2.47,-6.23,7.95,-0.08,0.04,-1.08
88,2.50,-6.17,7.88,-0.07,0.04,-1.11
95,2.43,-6.20,7.85,-0.07,0.04,-1.10
101,2.49,-6.27,7.90,-0.07,0.04,-1.09
107,2.47,-6.27,7.93,-0.08,0.04,-1.09
115,2.42,-6.25,7.81,-0.08,0.04,-1.08
121,2.48,-6.26,7.81,-0.08,0.04,-1.10
128,2.54,-6.22,7.84,-0.07,0.04,-1.11
134,2.51,-6.23,7.90,-0.07,0.04,-1.10
141,2.49,-6.17,7.95,-0.08,0.05,-1.10
150,2.48,-6.17,7.90,-0.08,0.04,-1.09
157,2.55,-6.21,7.88,-0.08,0.04,-1.09
164,2.45,-6.27,7.92,-0.08,0.04,-1.09
172,2.47,-6.23,7.87,-0.08,0.04,-1.09
180,2.46,-6.27,7.92,-0.08,0.04,-1.09
188,2.47,-6.23,7.80,-0.08,0.04,-1.07
197,2.44,-6.23,7.89,-0.08,0.04,-1.09
204,2.55,-6.26,7.96,-0.07,0.04,-1.09
212,2.49,-6.16,7.90,-0.08,0.04,-1.09
220,2.44,-6.23,7.87,-0.08,0.04,-1.10
229,2.49,-6.24,7.86,-0.08,0.04,-1.08
237,2.49,-6.26,7.89,-0.08,0.04,-1.09
245,2.46,-6.22,7.96,-0.08,0.04,-1.08
252,2.49,-6.18,7.84,-0.08,0.04,-1.10
260,2.46,-6.20,7.93,-0.07,0.04,-1.11
267,2.45,-6.20,7.86,-0.08,0.04,-1.07
276,2.51,-6.20,7.88,-0.07,0.04,-1.08
284,2.46,-6.18,7.91,-0.07,0.04,-1.08
293,2.47,-6.30,7.79,-0.08,0.04,-1.09
301,2.43,-6.25,7.89,-0.08,0.04,-1.09
308,2.50,-6.20,7.85,-0.07,0.04,-1.11
315,2.45,-6.23,7.81,-0.08,0.04,-1.10
322,2.41,-6.19,7.92,-0.08,0.04,-1.10
330,2.47,-6.23,7.98,-0.08,0.04,-1.10
336,2.47,-6.22,7.82,-0.08,0.04,-1.08
343,2.45,-6.26,7.91,-0.08,0.04,-1.09
350,2.43,-6.23,7.87,-0.08,0.04,-1.10
357,2.42,-6.25,7.87,-0.08,0.04,-1.08
365,2.42,-6.21,7.82,-0.08,0.04,-1.09
372,2.43,-6.26,7.85,-0.08,0.04,-1.08
379,2.46,-6.22,7.95,-0.08,0.04,-1.10
387,2.43,-6.25,7.87,-0.08,0.04,-1.09
394,2.50,-6.24,7.81,-0.08,0.04,-1.09
402,2.43,-6.27,7.97,-0.08,0.04,-1.09
409,2.47,-6.27,7.88,-0.07,0.04,-1.10
417,2.54,-6.21,7.96,-0.07,0.04,-1.11
424,2.47,-6.25,7.88,-0.08,0.04,-1.08
432,2.44,-6.23,7.91,-0.07,0.04,-1.10
439,2.43,-6.24,7.93,-0.08,0.04,-1.10
448,2.44,-6.24,7.88,-0.08,0.04,-1.08
456,2.50,-6.25,7.84,-0.07,0.04,-1.10
463,2.48,-6.21,7.88,-0.08,0.04,-1.10
469,2.54,-6.22,7.93,-0.08,0.04,-1.09
477,2.47,-6.21,7.82,-0.08,0.04,-1.08
486,2.48,-6.16,7.85,-0.08,0.04,-1.08
495,2.45,-6.19,7.99,-0.07,0.04,-1.10
502,2.50,-6.21,7.84,-0.07,0.04,-1.09
509,2.49,-6.25,7.95,-0.08,0.04,-1.09
516,2.49,-6.22,7.89,-0.08,0.04,-1.08
523,2.49,-6.28,7.91,-0.08,0.04,-1.08
530,2.48,-6.19,7.91,-0.08,0.04,-1.09
537,2.48,-6.22,7.85,-0.07,0.04,-1.08
543,2.45,-6.24,7.86,-0.08,0.04,-1.10
549,2.46,-6.19,7.83,-0.08,0.04,-1.09
555,2.46,-6.21,7.77,-0.08,0.04,-1.08
562,2.46,-6.20,7.86,-0.08,0.04,-1.09
568,2.47,-6.25,7.85,-0.08,0.04,-1.08
577,2.41,-6.20,7.80,-0.08,0.04,-1.10
585,2.53,-6.21,7.99,-0.08,0.04,-1.11
592,2.44,-6.17,7.91,-0.08,0.04,-1.09
599,2.48,-6.19,7.89,-0.08,0.04,-1.08
608,2.40,-6.31,7.84,-0.08,0.04,-1.10
616,2.45,-6.19,7.90,-0.07,0.04,-1.09
624,2.47,-6.20,7.94,-0.07,0.04,-1.09
631,2.45,-6.24,7.91,-0.08,0.04,-1.09
637,2.49,-6.21,7.95,-0.08,0.04,-1.10
644,2.43,-6.21,7.94,-0.07,0.04,-1.07
650,2.46,-6.21,7.91,-0.08,0.04,-1.08
657,2.47,-6.28,7.88,-0.08,0.04,-1.08
663,2.49,-6.23,7.88,-0.07,0.04,-1.10
670,2.52,-6.23,7.87,-0.08,0.04,-1.10
677,2.49,-6.21,7.86,-0.07,0.04,-1.09
684,2.41,-6.19,7.83,-0.08,0.04,-1.09
690,2.42,-6.22,7.87,-0.08,0.04,-1.09
697,2.54,-6.24,7.95,-0.08,0.04,-1.10
705,2.46,-6.19,7.97,-0.07,0.04,-1.09
712,2.48,-6.25,7.86,-0.08,0.04,-1.09
720,2.47,-6.21,7.92,-0.08,0.04,-1.08
727,2.48,-6.22,7.83,-0.07,0.04,-1.10
735,2.45,-6.23,7.88,-0.07,0.04,-1.09
742,2.49,-6.22,7.84,-0.07,0.04,-1.09
749,2.46,-6.24,7.96,-0.08,0.04,-1.10
756,2.45,-6.25,7.96,-0.07,0.04,-1.09
764,2.53,-6.23,7.92,-0.08,0.04,-1.09
772,2.50,-6.24,7.84,-0.08,0.04,-1.09
780,2.45,-6.24,7.90,-0.07,0.04,-1.08
787,2.43,-6.23,7.86,-0.08,0.04,-1.09
795,2.45,-6.24,7.85,-0.08,0.04,-1.08
804,2.51,-6.20,7.91,-0.08,0.04,-1.08
812,2.45,-6.22,7.88,-0.07,0.04,-1.10
819,2.52,-6.25,7.90,-0.08,0.04,-1.10
826,2.43,-6.25,7.86,-0.08,0.04,-1.11
832,2.51,-6.19,7.89,-0.08,0.04,-1.11
840,2.48,-6.20,7.91,-0.08,0.04,-1.09
847,2.45,-6.24,7.95,-0.08,0.04,-1.08
855,2.46,-6.22,7.86,-0.08,0.04,-1.07
862,2.49,-6.21,8.00,-0.08,0.04,-1.08
869,2.47,-6.22,7.98,-0.08,0.04,-1.09
877,2.36,-6.21,7.92,-0.08,0.04,-1.11
884,2.45,-6.27,7.78,-0.08,0.04,-1.09
893,2.42,-6.22,7.79,-0.08,0.04,-1.10
901,2.43,-6.27,7.93,-0.08,0.04,-1.10
909,2.46,-6.23,7.94,-0.08,0.04,-1.09
915,2.45,-6.22,7.86,-0.08,0.04,-1.08
922,2.45,-6.28,7.86,-0.08,0.04,-1.07
928,2.53,-6.22,7.91,-0.08,0.04,-1.10
934,2.44,-6.22,7.94,-0.08,0.04,-1.09
941,2.50,-6.19,7.92,-0.07,0.04,-1.08
948,2.45,-6.21,7.85,-0.08,0.04,-1.07
955,2.45,-6.21,7.90,-0.07,0.04,-1.09
961,2.43,-6.30,7.89,-0.07,0.04,-1.10
968,2.45,-6.27,7.88,-0.07,0.04,-1.10
974,2.50,-6.23,7.94,-0.08,0.04,-1.09
981,2.41,-6.25,8.00,-0.08,0.04,-1.09
988,2.46,-6.16,7.94,-0.08,0.04,-1.09
994,2.51,-6.21,7.90,-0.08,0.04,-1.09
1001,2.47,-6.19,7.91,-0.08,0.04,-1.10
1009,2.49,-6.21,7.95,-0.08,0.04,-1.09
1015,2.43,-6.25,7.90,-0.08,0.04,-1.09
1022,2.49,-6.19,7.80,-0.08,0.04,-1.09
1029,2.46,-6.21,7.89,-0.08,0.04,-1.09
1035,2.51,-6.22,7.91,-0.07,0.04,-1.10
1042,2.49,-6.20,7.84,-0.08,0.04,-1.09
1051,2.54,-6.22,7.86,-0.07,0.04,-1.10
1058,2.46,-6.21,7.85,-0.07,0.04,-1.10
1066,2.42,-6.22,7.85,-0.07,0.04,-1.10
1073,2.49,-6.25,7.96,-0.08,0.04,-1.10
1080,2.47,-6.26,7.80,-0.08,0.04,-1.11
1088,2.51,-6.24,7.84,-0.08,0.04,-1.08
1096,2.44,-6.28,7.95,-0.08,0.04,-1.10
1104,2.45,-6.22,7.86,-0.07,0.04,-1.09
1112,2.47,-6.25,7.89,-0.08,0.04,-1.10
1120,2.43,-6.25,7.87,-0.08,0.04,-1.10
1126,2.44,-6.21,7.93,-0.08,0.04,-1.10
1133,2.46,-6.22,7.93,-0.08,0.04,-1.09
1140,2.48,-6.24,7.93,-0.08,0.04,-1.10
1147,2.49,-6.20,7.91,-0.08,0.04,-1.10
1156,2.51,-6.23,7.83,-0.08,0.04,-1.10
1165,2.47,-6.22,7.88,-0.07,0.04,-1.07
1172,2.43,-6.26,7.85,-0.08,0.04,-1.08
1179,2.43,-6.17,7.85,-0.08,0.04,-1.09
1187,2.53,-6.25,7.93,-0.07,0.04,-1.08
1194,2.49,-6.23,7.88,-0.08,0.04,-1.09
1202,2.49,-6.21,8.00,-0.08,0.04,-1.11
1209,2.48,-6.22,7.95,-0.08,0.04,-1.08
1217,2.41,-6.18,7.89,-0.08,0.04,-1.09
1224,2.52,-6.22,7.86,-0.07,0.04,-1.07
1231,2.47,-6.22,7.92,-0.08,0.04,-1.09
1239,2.50,-6.25,7.92,-0.08,0.04,-1.11
1247,2.44,-6.21,7.89,-0.08,0.04,-1.10
1254,2.46,-6.25,7.89,-0.07,0.04,-1.09
1261,2.43,-6.18,7.92,-0.08,0.04,-1.10
1268,2.47,-6.20,7.90,-0.07,0.04,-1.10
1275,2.41,-6.18,7.96,-0.08,0.04,-1.09
1282,2.44,-6.26,7.84,-0.08,0.04,-1.09
1289,2.47,-6.19,7.95,-0.07,0.04,-1.09
1295,2.42,-6.24,7.92,-0.08,0.04,-1.09
1301,2.43,-6.20,7.82,-0.08,0.04,-1.10
1308,2.50,-6.20,7.92,-0.08,0.04,-1.08
1314,2.48,-6.21,7.87,-0.08,0.04,-1.09
1320,2.52,-6.22,8.00,-0.08,0.04,-1.09
