timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.53,-6.21,7.90,-0.07,0.04,-1.09
7,2.45,-6.21,7.86,-0.07,0.04,-1.08
14,2.49,-6.27,7.98,-0.08,0.04,-1.08
20,2.45,-6.22,7.97,-0.07,0.04,-1.09
27,2.42,-6.25,7.89,-0.07,0.04,-1.09
33,2.45,-6.22,7.85,-0.08,0.04,-1.09
39,2.50,-6.30,7.97,-0.07,0.04,-1.08
46,2.44,-6.25,7.85,-0.08,0.04,-1.08
52,2.43,-6.20,7.87,-0.08,0.04,-1.07
58,2.43,-6.22,7.88,-0.08,0.04,-1.07
64,2.49,-6.22,7.96,-0.08,0.04,-1.10
71,2.51,-6.28,7.90,-0.07,0.04,-1.11
77,2.39,-6.22,7.90,-0.07,0.04,-1.10
83,2.53,-6.15,7.91,-0.07,0.04,-1.09
90,2.51,-6.22,7.91,-0.08,0.04,-1.08
96,2.53,-6.25,7.89,-0.08,0.04,-1.08
102,2.47,-6.24,7.92,-0.08,0.04,-1.09
109,2.44,-6.16,7.79,-0.08,0.04,-1.07
115,2.39,-6.21,7.87,-0.08,0.04,-1.08
121,2.43,-6.22,7.82,-0.07,0.04,-1.10
128,2.46,-6.20,7.94,-0.08,0.04,-1.08
135,2.48,-6.19,7.91,-0.08,0.04,-1.09
142,2.43,-6.25,7.87,-0.08,0.04,-1.08
148,2.47,-6.22,7.91,-0.08,0.04,-1.07
154,2.43,-6.20,7.82,-0.08,0.04,-1.09
161,2.46,-6.17,7.91,-0.08,0.04,-1.10
168,2.48,-6.24,7.87,-0.08,0.04,-1.07
175,2.47,-6.24,7.83,-0.08,0.04,-1.09
182,2.39,-6.28,7.79,-0.08,0.04,-1.08
188,2.42,-6.20,7.81,-0.07,0.05,-1.08
195,2.49,-6.24,7.92,-0.07,0.04,-1.10
202,2.43,-6.24,7.95,-0.08,0.04,-1.10
208,2.48,-6.28,7.91,-0.08,0.04,-1.10
216,2.51,-6.23,7.91,-0.07,0.04,-1.08
223,2.50,-6.24,8.01,-0.08,0.04,-1.08
231,2.41,-6.24,7.82,-0.08,0.04,-1.08
239,2.47,-6.21,7.85,-0.08,0.04,-1.08
245,2.43,-6.22,7.89,-0.07,0.04,-1.09
253,2.52,-6.23,7.87,-0.08,0.04,-1.08
260,2.48,-6.27,7.85,-0.08,0.04,-1.10
268,2.47,-6.26,7.96,-0.07,0.04,-1.09
276,2.47,-6.20,7.97,-0.08,0.04,-1.08
284,2.48,-6.23,7.93,-0.08,0.04,-1.09
292,2.45,-6.22,7.85,-0.08,0.04,-1.07
299,2.43,-6.22,7.90,-0.07,0.04,-1.09
307,2.43,-6.23,7.81,-0.08,0.04,-1.07
315,2.43,-6.23,7.90,-0.07,0.04,-1.09
322,2.53,-6.23,7.83,-0.07,0.04,-1.09
330,2.45,-6.19,7.84,-0.08,0.04,-1.10
338,2.43,-6.20,7.90,-0.07,0.04,-1.09
346,2.44,-6.24,8.00,-0.08,0.04,-1.09
354,2.43,-6.22,7.90,-0.08,0.04,-1.10
362,2.41,-6.21,7.86,-0.08,0.04,-1.08
369,2.45,-6.22,7.80,-0.08,0.04,-1.09
377,2.48,-6.27,8.01,-0.07,0.04,-1.10
384,2.42,-6.28,7.82,-0.08,0.04,-1.11
390,2.46,-6.22,7.91,-0.07,0.04,-1.09
397,2.46,-6.21,7.86,-0.08,0.04,-1.08
403,2.47,-6.23,7.95,-0.07,0.04,-1.08
410,2.51,-6.26,7.86,-0.08,0.04,-1.10
417,2.42,-6.27,7.93,-0.08,0.04,-1.08
423,2.47,-6.23,7.82,-0.08,0.04,-1.07
430,2.44,-6.21,7.92,-0.08,0.05,-1.09
438,2.48,-6.25,7.88,-0.08,0.04,-1.11
446,2.39,-6.24,7.85,-0.08,0.04,-1.10
453,2.43,-6.19,7.89,-0.08,0.04,-1.08
461,2.48,-6.22,7.79,-0.08,0.04,-1.09
468,2.48,-6.18,7.88,-0.08,0.04,-1.07
474,2.48,-6.23,7.87,-0.08,0.04,-1.09
481,2.50,-6.24,7.85,-0.08,0.04,-1.08
488,2.43,-6.20,7.86,-0.08,0.04,-1.09
494,2.51,-6.25,7.82,-0.08,0.04,-1.10
501,2.55,-6.20,7.90,-0.07,0.04,-1.11
508,2.47,-6.22,7.91,-0.07,0.04,-1.10
514,2.45,-6.21,7.81,-0.07,0.04,-1.09
522,2.48,-6.26,7.97,-0.08,0.04,-1.11
529,2.48,-6.25,7.98,-0.08,0.04,-1.09
536,2.42,-6.22,8.00,-0.08,0.04,-1.09
544,2.49,-6.18,7.90,-0.08,0.04,-1.09
551,2.50,-6.28,7.80,-0.07,0.04,-1.09
558,2.48,-6.22,7.82,-0.08,0.04,-1.09
565,2.48,-6.27,7.85,-0.08,0.04,-1.09
573,2.48,-6.20,7.92,-0.07,0.04,-1.08
579,2.43,-6.22,7.87,-0.08,0.04,-1.09
587,2.49,-6.24,7.87,-0.07,0.04,-1.09
