timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.44,-6.24,8.00,-0.08,0.04,-1.10
6,2.49,-6.21,7.88,-0.08,0.04,-1.07
13,2.46,-6.21,7.84,-0.08,0.04,-1.08
20,2.47,-6.21,7.81,-0.08,0.04,-1.08
29,2.43,-6.17,7.90,-0.08,0.04,-1.08
37,2.44,-6.26,7.74,-0.08,0.04,-1.08
44,2.41,-6.28,7.95,-0.08,0.04,-1.09
52,2.44,-6.29,7.84,-0.08,0.04,-1.09
60,2.47,-6.28,7.90,-0.08,0.04,-1.08
68,2.47,-6.22,7.94,-0.08,0.04,-1.08
77,2.47,-6.19,7.85,-0.08,0.04,-1.08
84,2.45,-6.22,7.93,-0.08,0.04,-1.09
91,2.43,-6.23,7.87,-0.07,0.04,-1.09
97,2.48,-6.26,7.88,-0.07,0.04,-1.07
104,2.50,-6.24,7.86,-0.07,0.04,-1.10
110,2.46,-6.20,7.85,-0.08,0.04,-1.09
117,2.46,-6.21,7.89,-0.08,0.04,-1.09
124,2.44,-6.25,7.94,-0.08,0.04,-1.07
132,2.49,-6.24,7.91,-0.08,0.04,-1.08
139,2.46,-6.22,7.83,-0.08,0.04,-1.10
147,2.46,-6.25,7.88,-0.07,0.04,-1.11
154,2.48,-6.19,7.91,-0.08,0.04,-1.09
161,2.49,-6.20,7.88,-0.08,0.04,-1.10
167,2.52,-6.23,7.83,-0.08,0.04,-1.07
175,2.47,-6.19,7.89,-0.08,0.04,-1.08
182,2.43,-6.20,7.84,-0.08,0.04,-1.08
190,2.45,-6.21,7.97,-0.08,0.04,-1.10
196,2.51,-6.21,7.90,-0.07,0.04,-1.09
203,2.47,-6.21,7.95,-0.07,0.04,-1.09
209,2.45,-6.22,7.92,-0.08,0.04,-1.08
215,2.42,-6.23,7.84,-0.07,0.04,-1.08
222,2.43,-6.25,7.87,-0.08,0.04,-1.07
229,2.43,-6.27,7.84,-0.07,0.04,-1.08
236,2.46,-6.23,7.93,-0.07,0.04,-1.09
243,2.45,-6.23,7.98,-0.08,0.04,-1.09
251,2.46,-6.22,7.92,-0.08,0.04,-1.07
260,2.48,-6.29,7.88,-0.08,0.04,-1.09
266,2.48,-6.26,7.89,-0.08,0.04,-1.10
272,2.49,-6.22,7.91,-0.08,0.04,-1.09
280,2.43,-6.24,7.87,-0.07,0.04,-1.09
288,2.50,-6.21,7.71,-0.07,0.04,-1.08
295,2.46,-6.25,7.86,-0.08,0.04,-1.08
302,2.45,-6.20,7.77,-0.08,0.04,-1.07
309,2.48,-6.25,7.90,-0.08,0.04,-1.10
317,2.44,-6.21,7.89,-0.08,0.04,-1.10
325,2.43,-6.26,7.89,-0.07,0.04,-1.10
332,2.50,-6.22,7.90,-0.08,0.04,-1.07
339,2.52,-6.27,7.91,-0.08,0.04,-1.08
346,2.49,-6.25,7.80,-0.08,0.04,-1.09
353,2.43,-6.25,7.94,-0.08,0.04,-1.09
359,2.44,-6.21,7.93,-0.08,0.04,-1.07
366,2.47,-6.21,7.93,-0.08,0.04,-1.10
373,2.44,-6.20,7.82,-0.07,0.04,-1.09
381,2.45,-6.22,7.94,-0.08,0.04,-1.09
387,2.47,-6.25,8.00,-0.08,0.04,-1.08
394,2.48,-6.20,7.94,-0.08,0.04,-1.08
401,2.46,-6.19,7.97,-0.07,0.04,-1.08
408,2.49,-6.24,7.92,-0.08,0.04,-1.08
414,2.50,-6.28,7.84,-0.08,0.04,-1.08
421,2.41,-6.20,7.84,-0.07,0.05,-1.07
427,2.55,-6.28,7.94,-0.07,0.04,-1.09
434,2.49,-6.18,7.92,-0.08,0.04,-1.09
442,2.49,-6.22,7.86,-0.07,0.05,-1.09
448,2.52,-6.22,7.92,-0.08,0.04,-1.09
455,2.46,-6.26,7.94,-0.08,0.04,-1.07
461,2.50,-6.21,7.84,-0.07,0.04,-1.08
468,2.48,-6.16,7.91,-0.08,0.04,-1.10
476,2.48,-6.22,7.84,-0.08,0.04,-1.10
483,2.48,-6.14,7.92,-0.07,0.04,-1.10
490,2.46,-6.28,7.94,-0.07,0.04,-1.08
498,2.45,-6.23,7.88,-0.08,0.04,-1.08
504,2.43,-6.20,7.89,-0.08,0.05,-1.09
511,2.45,-6.22,7.94,-0.08,0.04,-1.09
520,2.49,-6.19,7.89,-0.08,0.04,-1.08
528,2.38,-6.23,7.84,-0.07,0.04,-1.09
536,2.50,-6.25,7.88,-0.08,0.04,-1.07
544,2.47,-6.20,7.92,-0.08,0.04,-1.07
550,2.48,-6.20,7.86,-0.08,0.04,-1.09
557,2.52,-6.24,7.92,-0.07,0.04,-1.10
563,2.47,-6.22,7.84,-0.08,0.04,-1.09
569,2.46,-6.24,7.96,-0.07,0.04,-1.07
576,2.50,-6.23,7.87,-0.08,0.04,-1.08
583,2.46,-6.23,7.87,-0.08,0.04,-1.08
590,2.46,-6.23,7.86,-0.08,0.04,-1.09
598,2.44,-6.28,7.83,-0.08,0.04,-1.09
607,2.44,-6.28,7.85,-0.07,0.04,-1.11
615,2.41,-6.19,7.85,-0.08,0.04,-1.08
624,2.47,-6.27,7.90,-0.07,0.04,-1.09
632,2.38,-6.25,7.95,-0.07,0.04,-1.09
640,2.46,-6.23,7.90,-0.08,0.04,-1.10
646,2.47,-6.24,7.79,-0.07,0.04,-1.10
653,2.46,-6.20,7.89,-0.08,0.04,-1.07
661,2.40,-6.23,7.79,-0.08,0.04,-1.10
669,2.50,-6.21,7.85,-0.08,0.04,-1.08
675,2.39,-6.27,7.89,-0.07,0.04,-1.08
681,2.48,-6.21,7.84,-0.08,0.04,-1.10
688,2.49,-6.23,7.90,-0.07,0.04,-1.09
696,2.49,-6.24,7.84,-0.07,0.04,-1.10
702,2.49,-6.18,7.88,-0.07,0.04,-1.08
709,2.48,-6.22,7.90,-0.08,0.04,-1.09
716,2.45,-6.23,7.95,-0.08,0.04,-1.08
723,2.43,-6.23,7.83,-0.08,0.04,-1.08
731,2.43,-6.21,7.81,-0.07,0.04,-1.09
738,2.44,-6.26,7.80,-0.08,0.04,-1.08
746,2.44,-6.24,7.85,-0.08,0.04,-1.10
753,2.45,-6.29,7.92,-0.07,0.04,-1.09
762,2.44,-6.24,7.88,-0.08,0.04,-1.11
770,2.49,-6.19,7.89,-0.08,0.04,-1.08
778,2.48,-6.26,7.91,-0.07,0.04,-1.09
785,2.50,-6.21,7.91,-0.08,0.04,-1.09
793,2.50,-6.23,7.85,-0.08,0.04,-1.09
801,2.48,-6.22,7.90,-0.08,0.04,-1.07
809,2.47,-6.21,7.83,-0.07,0.04,-1.10
818,2.52,-6.23,7.86,-0.08,0.04,-1.09
826,2.49,-6.22,7.92,-0.08,0.04,-1.10
