timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.43,-6.21,7.95,-0.08,0.04,-1.08
6,2.44,-6.22,7.94,-0.08,0.04,-1.08
14,2.43,-6.28,8.03,-0.08,0.04,-1.08
21,2.44,-6.22,7.88,-0.07,0.04,-1.08
29,2.41,-6.17,7.82,-0.07,0.04,-1.09
36,2.49,-6.23,7.93,-0.08,0.04,-1.09
44,2.45,-6.19,7.92,-0.07,0.04,-1.08
51,2.50,-6.22,7.83,-0.07,0.04,-1.09
58,2.45,-6.22,7.85,-0.08,0.04,-1.09
65,2.45,-6.19,7.97,-0.07,0.04,-1.10
72,2.47,-6.23,7.84,-0.08,0.04,-1.08
80,2.46,-6.20,7.84,-0.07,0.04,-1.08
88,2.44,-6.25,7.86,-0.07,0.04,-1.10
96,2.43,-6.24,7.93,-0.07,0.04,-1.08
105,2.44,-6.25,7.96,-0.07,0.04,-1.09
112,2.45,-6.18,7.82,-0.08,0.04,-1.10
120,2.45,-6.26,7.90,-0.08,0.04,-1.09
129,2.46,-6.20,7.90,-0.08,0.04,-1.09
138,2.44,-6.23,7.93,-0.08,0.04,-1.09
146,2.43,-6.21,7.88,-0.08,0.04,-1.09
154,2.49,-6.17,7.85,-0.08,0.04,-1.09
162,2.50,-6.27,7.92,-0.07,0.04,-1.09
169,2.44,-6.16,7.94,-0.07,0.04,-1.07
176,2.44,-6.27,7.85,-0.08,0.04,-1.08
183,2.44,-6.22,7.92,-0.08,0.04,-1.08
190,2.48,-6.25,7.94,-0.08,0.04,-1.09
197,2.47,-6.24,7.95,-0.08,0.04,-1.08
204,2.43,-6.26,7.90,-0.07,0.04,-1.08
212,2.43,-6.23,7.86,-0.08,0.04,-1.07
218,2.45,-6.26,7.92,-0.08,0.04,-1.09
225,2.44,-6.21,7.95,-0.08,0.04,-1.09
232,2.52,-6.24,7.93,-0.08,0.04,-1.08
239,2.46,-6.21,7.88,-0.07,0.04,-1.09
246,2.49,-6.20,7.90,-0.07,0.04,-1.09
252,2.48,-6.22,7.92,-0.08,0.04,-1.10
261,2.48,-6.24,7.93,-0.08,0.04,-1.10
269,2.47,-6.24,7.90,-0.08,0.04,-1.07
275,2.48,-6.23,7.92,-0.08,0.04,-1.07
282,2.45,-6.26,7.90,-0.07,0.04,-1.08
289,2.43,-6.24,7.86,-0.07,0.04,-1.09
296,2.48,-6.25,7.94,-0.07,0.04,-1.08
303,2.44,-6.20,7.90,-0.07,0.04,-1.09
311,2.47,-6.19,7.94,-0.08,0.04,-1.07
318,2.44,-6.23,7.87,-0.08,0.04,-1.08
325,2.45,-6.22,7.84,-0.08,0.04,-1.08
333,2.47,-6.21,7.89,-0.07,0.04,-1.09
340,2.48,-6.24,7.89,-0.08,0.04,-1.10
347,2.45,-6.21,7.93,-0.08,0.04,-1.10
356,2.46,-6.22,7.92,-0.08,0.04,-1.08
364,2.45,-6.21,7.87,-0.08,0.04,-1.09
371,2.48,-6.24,7.83,-0.08,0.04,-1.08
379,2.47,-6.22,7.85,-0.08,0.04,-1.07
385,2.43,-6.25,7.83,-0.08,0.04,-1.10
392,2.49,-6.26,7.94,-0.08,0.04,-1.10
400,2.44,-6.20,7.89,-0.08,0.04,-1.09
408,2.45,-6.24,7.96,-0.07,0.04,-1.07
415,2.46,-6.25,7.84,-0.07,0.04,-1.08
421,2.40,-6.23,7.85,-0.08,0.04,-1.08
427,2.48,-6.20,7.80,-0.07,0.04,-1.10
436,2.49,-6.16,7.89,-0.08,0.04,-1.10
443,2.48,-6.23,7.81,-0.08,0.04,-1.08
451,2.50,-6.23,7.88,-0.08,0.04,-1.09
458,2.45,-6.19,7.94,-0.08,0.04,-1.11
466,2.46,-6.17,7.88,-0.07,0.04,-1.09
473,2.42,-6.26,7.88,-0.08,0.04,-1.09
480,2.47,-6.24,7.82,-0.08,0.04,-1.10
488,2.48,-6.25,7.88,-0.08,0.04,-1.10
495,2.46,-6.18,7.95,-0.08,0.04,-1.08
502,2.46,-6.19,7.88,-0.08,0.04,-1.09
510,2.43,-6.18,7.90,-0.08,0.04,-1.08
519,2.46,-6.22,7.83,-0.08,0.04,-1.09
526,2.46,-6.24,7.87,-0.07,0.04,-1.08
535,2.46,-6.24,7.86,-0.08,0.04,-1.08
542,2.49,-6.25,7.86,-0.08,0.04,-1.10
549,2.45,-6.21,7.91,-0.07,0.04,-1.10
556,2.50,-6.23,7.87,-0.08,0.04,-1.09
564,2.41,-6.27,7.97,-0.07,0.04,-1.08
571,2.42,-6.20,7.85,-0.08,0.04,-1.09
578,2.50,-6.25,7.89,-0.08,0.04,-1.09
586,2.47,-6.23,7.83,-0.08,0.04,-1.11
594,2.47,-6.18,7.95,-0.08,0.04,-1.09
602,2.44,-6.30,7.82,-0.08,0.04,-1.08
611,2.41,-6.21,7.96,-0.08,0.04,-1.09
618,2.49,-6.21,7.91,-0.07,0.04,-1.09
625,2.44,-6.24,7.83,-0.07,0.04,-1.09
633,2.47,-6.19,7.93,-0.08,0.04,-1.09
640,2.50,-6.23,7.90,-0.08,0.04,-1.08
648,2.49,-6.25,7.90,-0.08,0.04,-1.10
654,2.49,-6.25,7.90,-0.08,0.04,-1.09
662,2.49,-6.24,7.84,-0.08,0.04,-1.10
670,2.47,-6.23,7.94,-0.08,0.04,-1.12
678,2.46,-6.22,7.96,-0.08,0.04,-1.08
686,2.53,-6.19,7.91,-0.07,0.04,-1.09
693,2.52,-6.23,7.81,-0.08,0.04,-1.08
700,2.43,-6.25,7.87,-0.08,0.04,-1.08
708,2.41,-6.18,7.98,-0.08,0.04,-1.10
717,2.38,-6.24,7.88,-0.08,0.04,-1.09
725,2.43,-6.27,7.92,-0.08,0.04,-1.10
734,2.50,-6.24,7.92,-0.08,0.04,-1.08
742,2.44,-6.24,7.90,-0.08,0.04,-1.09
748,2.45,-6.23,7.95,-0.07,0.04,-1.09
755,2.40,-6.18,7.84,-0.07,0.04,-1.10
763,2.46,-6.25,7.84,-0.08,0.04,-1.09
772,2.43,-6.27,7.89,-0.08,0.04,-1.09
779,2.45,-6.20,7.89,-0.08,0.04,-1.09
786,2.39,-6.23,7.80,-0.07,0.04,-1.10
795,2.51,-6.17,7.87,-0.08,0.04,-1.08
803,2.47,-6.20,7.89,-0.08,0.04,-1.08
810,2.53,-6.25,7.91,-0.08,0.04,-1.07
817,2.43,-6.22,8.00,-0.08,0.04,-1.09
824,2.51,-6.20,7.87,-0.07,0.04,-1.08
