timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.45,-6.22,7.82,-0.08,0.04,-1.09
6,2.47,-6.17,7.97,-0.07,0.04,-1.08
13,2.43,-6.27,7.95,-0.08,0.04,-1.08
19,2.50,-6.27,7.87,-0.08,0.04,-1.09
26,2.48,-6.24,7.87,-0.08,0.04,-1.09
32,2.46,-6.22,7.81,-0.08,0.04,-1.09
39,2.50,-6.21,7.88,-0.08,0.04,-1.10
46,2.52,-6.23,8.02,-0.07,0.04,-1.11
53,2.45,-6.22,7.85,-0.08,0.04,-1.09
59,2.45,-6.25,7.95,-0.08,0.04,-1.10
66,2.46,-6.25,7.86,-0.08,0.04,-1.06
73,2.46,-6.23,7.93,-0.08,0.04,-1.10
80,2.46,-6.23,7.87,-0.07,0.04,-1.08
87,2.42,-6.24,7.92,-0.07,0.04,-1.10
94,2.43,-6.17,7.82,-0.07,0.04,-1.09
102,2.47,-6.17,7.89,-0.08,0.04,-1.08
109,2.52,-6.21,7.94,-0.08,0.04,-1.09
116,2.49,-6.25,7.89,-0.07,0.04,-1.10
124,2.48,-6.18,7.85,-0.08,0.04,-1.10
131,2.41,-6.18,7.91,-0.07,0.04,-1.09
139,2.49,-6.22,7.98,-0.08,0.04,-1.08
146,2.51,-6.23,7.90,-0.08,0.04,-1.08
154,2.47,-6.18,7.88,-0.08,0.04,-1.09
162,2.46,-6.18,7.96,-0.08,0.04,-1.08
170,2.49,-6.24,7.89,-0.08,0.04,-1.09
177,2.49,-6.20,7.89,-0.08,0.04,-1.10
184,2.47,-6.20,7.81,-0.07,0.04,-1.11
190,2.50,-6.23,7.90,-0.08,0.04,-1.10
196,2.49,-6.25,7.86,-0.08,0.04,-1.08
203,2.46,-6.17,7.99,-0.08,0.04,-1.09
210,2.51,-6.21,7.89,-0.07,0.04,-1.10
217,2.47,-6.21,7.81,-0.07,0.04,-1.09
224,2.44,-6.28,7.87,-0.07,0.04,-1.09
231,2.47,-6.19,7.84,-0.08,0.05,-1.07
238,2.48,-6.23,7.93,-0.08,0.04,-1.10
246,2.59,-6.22,7.88,-0.08,0.04,-1.10
253,2.44,-6.21,7.83,-0.08,0.04,-1.08
260,2.53,-6.26,7.90,-0.07,0.04,-1.09
267,2.49,-6.22,7.89,-0.07,0.04,-1.10
275,2.46,-6.20,7.83,-0.08,0.04,-1.10
282,2.44,-6.25,7.91,-0.08,0.04,-1.09
289,2.46,-6.23,7.89,-0.08,0.04,-1.09
297,2.42,-6.24,7.86,-0.08,0.04,-1.08
303,2.47,-6.23,7.92,-0.08,0.04,-1.10
310,2.48,-6.15,7.91,-0.07,0.04,-1.09
319,2.46,-6.21,7.87,-0.07,0.04,-1.10
326,2.43,-6.24,7.89,-0.07,0.04,-1.10
335,2.47,-6.20,7.94,-0.08,0.04,-1.09
343,2.48,-6.20,7.90,-0.08,0.04,-1.08
350,2.52,-6.17,7.91,-0.08,0.04,-1.07
357,2.48,-6.23,7.83,-0.08,0.04,-1.08
365,2.48,-6.22,7.91,-0.08,0.04,-1.09
374,2.45,-6.23,7.88,-0.07,0.04,-1.10
382,2.45,-6.22,7.84,-0.08,0.04,-1.07
390,2.46,-6.24,7.85,-0.07,0.04,-1.09
399,2.43,-6.27,7.85,-0.08,0.04,-1.10
407,2.48,-6.19,7.78,-0.07,0.04,-1.09
414,2.42,-6.17,7.94,-0.08,0.04,-1.09
420,2.44,-6.22,7.92,-0.08,0.04,-1.10
427,2.52,-6.22,7.81,-0.08,0.04,-1.09
434,2.45,-6.23,7.96,-0.08,0.04,-1.08
442,2.48,-6.24,7.87,-0.08,0.04,-1.10
450,2.42,-6.22,7.92,-0.08,0.04,-1.10
458,2.40,-6.19,7.86,-0.08,0.04,-1.08
466,2.48,-6.19,7.84,-0.08,0.04,-1.08
474,2.47,-6.22,7.88,-0.08,0.04,-1.10
482,2.43,-6.24,7.97,-0.07,0.04,-1.11
489,2.47,-6.23,7.84,-0.08,0.04,-1.08
496,2.45,-6.23,7.92,-0.08,0.04,-1.09
503,2.46,-6.22,7.78,-0.07,0.04,-1.10
509,2.46,-6.19,7.89,-0.08,0.04,-1.11
517,2.48,-6.17,7.87,-0.07,0.04,-1.08
525,2.47,-6.19,8.03,-0.07,0.04,-1.10
533,2.50,-6.22,7.88,-0.07,0.04,-1.08
540,2.44,-6.23,7.88,-0.08,0.04,-1.10
546,2.50,-6.23,7.93,-0.08,0.04,-1.10
552,2.51,-6.25,7.88,-0.07,0.04,-1.09
558,2.45,-6.24,7.93,-0.08,0.04,-1.08
565,2.46,-6.23,7.86,-0.08,0.04,-1.09
573,2.45,-6.21,7.92,-0.08,0.04,-1.09
581,2.44,-6.22,7.89,-0.07,0.04,-1.10
589,2.46,-6.21,7.98,-0.08,0.04,-1.10
596,2.52,-6.22,7.89,-0.08,0.04,-1.09
603,2.41,-6.22,7.94,-0.08,0.04,-1.10
610,2.47,-6.17,7.89,-0.08,0.04,-1.09
618,2.46,-6.19,7.87,-0.08,0.04,-1.10
625,2.49,-6.21,7.92,-0.08,0.04,-1.10
631,2.43,-6.24,7.87,-0.08,0.04,-1.09
638,2.46,-6.19,7.93,-0.07,0.04,-1.08
647,2.48,-6.32,7.90,-0.08,0.04,-1.10
655,2.48,-6.23,7.84,-0.07,0.04,-1.08
663,2.47,-6.22,7.90,-0.08,0.04,-1.09
670,2.45,-6.26,7.89,-0.08,0.04,-1.09
677,2.49,-6.24,7.89,-0.08,0.04,-1.10
685,2.44,-6.21,7.91,-0.07,0.04,-1.08
691,2.46,-6.22,7.91,-0.08,0.04,-1.08
697,2.46,-6.21,7.85,-0.08,0.04,-1.10
704,2.44,-6.20,7.87,-0.07,0.04,-1.10
710,2.47,-6.22,7.89,-0.08,0.04,-1.08
716,2.43,-6.17,7.94,-0.08,0.04,-1.10
723,2.43,-6.25,7.90,-0.08,0.04,-1.09
731,2.45,-6.22,7.92,-0.08,0.04,-1.09
739,2.48,-6.23,7.88,-0.08,0.04,-1.09
747,2.44,-6.20,7.91,-0.08,0.04,-1.09
754,2.49,-6.24,7.87,-0.08,0.04,-1.09
761,2.49,-6.21,7.77,-0.07,0.04,-1.10
768,2.44,-6.22,7.93,-0.07,0.04,-1.07
776,2.50,-6.22,7.85,-0.08,0.04,-1.09
