timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.48,-6.19,7.89,-0.08,0.04,-1.09
6,2.45,-6.23,7.94,-0.08,0.04,-1.06
13,2.41,-6.24,7.94,-0.08,0.04,-1.08
21,2.45,-6.22,7.84,-0.08,0.04,-1.09
29,2.44,-6.26,7.81,-0.07,0.05,-1.09
37,2.43,-6.16,7.82,-0.07,0.04,-1.08
44,2.48,-6.22,7.92,-0.08,0.04,-1.10
51,2.48,-6.25,7.86,-0.07,0.04,-1.08
59,2.47,-6.21,7.98,-0.07,0.04,-1.11
66,2.46,-6.25,7.88,-0.07,0.04,-1.10
72,2.46,-6.26,7.89,-0.08,0.04,-1.09
80,2.42,-6.26,7.86,-0.08,0.04,-1.08
88,2.45,-6.22,7.95,-0.07,0.04,-1.09
95,2.48,-6.21,7.92,-0.07,0.04,-1.09
102,2.51,-6.24,7.85,-0.07,0.04,-1.11
110,2.45,-6.23,7.91,-0.08,0.04,-1.10
118,2.52,-6.19,7.85,-0.07,0.04,-1.09
124,2.49,-6.18,7.93,-0.07,0.04,-1.11
132,2.54,-6.20,7.83,-0.08,0.04,-1.08
138,2.43,-6.20,7.88,-0.08,0.04,-1.09
145,2.45,-6.23,7.93,-0.08,0.04,-1.09
153,2.48,-6.20,7.92,-0.08,0.05,-1.09
160,2.53,-6.22,7.97,-0.08,0.04,-1.09
167,2.44,-6.22,7.89,-0.08,0.05,-1.09
174,2.45,-6.23,7.81,-0.07,0.04,-1.07
182,2.47,-6.23,7.96,-0.07,0.04,-1.08
189,2.42,-6.25,7.92,-0.08,0.04,-1.10
195,2.44,-6.25,7.92,-0.08,0.04,-1.10
203,2.52,-6.20,7.88,-0.08,0.04,-1.08
210,2.44,-6.22,7.82,-0.07,0.04,-1.07
218,2.46,-6.22,7.93,-0.08,0.04,-1.08
225,2.44,-6.23,7.89,-0.07,0.04,-1.09
232,2.49,-6.24,7.95,-0.07,0.04,-1.10
239,2.47,-6.20,7.92,-0.07,0.04,-1.11
247,2.50,-6.21,7.86,-0.07,0.04,-1.10
255,2.51,-6.22,7.86,-0.08,0.04,-1.09
261,2.49,-6.22,7.80,-0.07,0.04,-1.09
269,2.44,-6.24,7.86,-0.08,0.04,-1.07
276,2.44,-6.22,7.84,-0.08,0.04,-1.08
285,2.47,-6.23,7.90,-0.08,0.04,-1.10
