timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.49,-6.22,7.90,-0.07,0.04,-1.10
7,2.43,-6.26,7.93,-0.08,0.04,-1.09
16,2.42,-6.25,7.86,-0.08,0.04,-1.08
23,2.47,-6.18,7.93,-0.08,0.04,-1.10
31,2.44,-6.25,7.91,-0.08,0.04,-1.06
38,2.44,-6.22,8.01,-0.07,0.04,-1.11
46,2.51,-6.24,7.93,-0.08,0.04,-1.10
54,2.44,-6.18,7.82,-0.07,0.04,-1.10
62,2.49,-6.20,7.93,-0.07,0.04,-1.10
69,2.44,-6.23,7.82,-0.08,0.04,-1.09
76,2.45,-6.22,7.91,-0.08,0.04,-1.10
83,2.46,-6.21,7.82,-0.07,0.04,-1.10
90,2.48,-6.22,7.86,-0.08,0.04,-1.10
98,2.49,-6.25,7.91,-0.08,0.04,-1.09
105,2.45,-6.19,7.88,-0.07,0.04,-1.09
113,2.49,-6.20,7.92,-0.08,0.04,-1.09
121,2.51,-6.22,7.91,-0.08,0.04,-1.11
128,2.41,-6.23,8.00,-0.08,0.04,-1.08
136,2.46,-6.21,7.88,-0.08,0.05,-1.08
144,2.43,-6.21,7.92,-0.07,0.04,-1.08
151,2.47,-6.15,7.95,-0.08,0.04,-1.10
158,2.48,-6.21,7.82,-0.08,0.04,-1.08
165,2.48,-6.22,7.81,-0.08,0.04,-1.09
172,2.54,-6.24,7.92,-0.08,0.04,-1.10
180,2.39,-6.23,7.92,-0.08,0.04,-1.10
188,2.49,-6.25,7.83,-0.08,0.04,-1.09
195,2.48,-6.22,7.86,-0.08,0.04,-1.09
201,2.42,-6.21,7.84,-0.08,0.04,-1.08
208,2.45,-6.23,7.88,-0.08,0.04,-1.10
215,2.45,-6.19,7.82,-0.08,0.04,-1.08
222,2.49,-6.23,7.86,-0.08,0.04,-1.10
230,2.47,-6.16,7.91,-0.07,0.04,-1.09
239,2.44,-6.20,7.94,-0.07,0.04,-1.07
247,2.54,-6.26,7.93,-0.08,0.04,-1.08
254,2.51,-6.22,7.83,-0.07,0.04,-1.09
261,2.46,-6.19,7.89,-0.07,0.04,-1.10
269,2.52,-6.23,7.89,-0.08,0.04,-1.10
275,2.47,-6.23,7.95,-0.08,0.04,-1.09
284,2.45,-6.24,7.84,-0.07,0.04,-1.10
291,2.48,-6.21,7.85,-0.08,0.04,-1.11
298,2.45,-6.24,7.87,-0.08,0.04,-1.08
305,2.52,-6.26,7.92,-0.08,0.04,-1.09
312,2.45,-6.29,7.90,-0.08,0.04,-1.08
318,2.42,-6.20,7.96,-0.08,0.04,-1.08
326,2.51,-6.23,7.91,-0.08,0.04,-1.09
333,2.49,-6.20,7.92,-0.07,0.04,-1.10
341,2.51,-6.26,7.80,-0.08,0.04,-1.10
348,2.42,-6.20,7.96,-0.08,0.05,-1.10
355,2.50,-6.18,7.93,-0.08,0.04,-1.10
361,2.44,-6.28,7.94,-0.07,0.04,-1.09
368,2.44,-6.23,7.89,-0.08,0.04,-1.08
375,2.45,-6.21,7.86,-0.07,0.04,-1.08
382,2.50,-6.22,7.92,-0.07,0.04,-1.09
389,2.42,-6.25,7.91,-0.07,0.04,-1.09
396,2.52,-6.27,7.86,-0.08,0.04,-1.10
402,2.46,-6.21,7.85,-0.07,0.04,-1.10
409,2.49,-6.24,7.78,-0.07,0.04,-1.09
416,2.47,-6.18,7.85,-0.08,0.04,-1.09
424,2.48,-6.26,7.87,-0.08,0.04,-1.09
431,2.48,-6.20,7.73,-0.08,0.04,-1.09
439,2.46,-6.21,7.87,-0.08,0.04,-1.07
446,2.45,-6.24,7.94,-0.08,0.04,-1.08
454,2.45,-6.21,8.00,-0.07,0.04,-1.09
462,2.52,-6.21,7.97,-0.07,0.04,-1.08
469,2.46,-6.17,7.91,-0.07,0.04,-1.09
476,2.48,-6.21,7.90,-0.08,0.04,-1.08
482,2.43,-6.26,7.95,-0.07,0.04,-1.09
489,2.48,-6.22,7.84,-0.08,0.04,-1.08
496,2.45,-6.19,7.92,-0.08,0.04,-1.08
504,2.48,-6.24,7.89,-0.08,0.04,-1.09
511,2.44,-6.21,7.91,-0.07,0.04,-1.08
518,2.53,-6.22,7.97,-0.08,0.04,-1.09
525,2.48,-6.22,7.92,-0.07,0.04,-1.10
532,2.47,-6.13,7.87,-0.08,0.04,-1.10
539,2.54,-6.24,7.93,-0.07,0.04,-1.09
548,2.47,-6.20,8.02,-0.08,0.04,-1.11
556,2.40,-6.19,7.80,-0.08,0.05,-1.09
564,2.43,-6.17,7.86,-0.07,0.04,-1.07
571,2.53,-6.23,8.09,-0.08,0.04,-1.08
578,2.51,-6.26,7.89,-0.08,0.04,-1.11
584,2.44,-6.21,7.82,-0.07,0.04,-1.10
591,2.40,-6.23,7.86,-0.07,0.04,-1.06
599,2.46,-6.25,7.94,-0.07,0.04,-1.09
606,2.50,-6.24,7.95,-0.08,0.04,-1.10
614,2.50,-6.20,7.87,-0.08,0.04,-1.09
621,2.48,-6.22,7.90,-0.08,0.05,-1.06
629,2.43,-6.23,7.84,-0.07,0.04,-1.08
636,2.43,-6.27,7.94,-0.08,0.04,-1.10
643,2.46,-6.18,7.93,-0.07,0.04,-1.09
649,2.49,-6.21,7.91,-0.08,0.04,-1.10
656,2.46,-6.20,7.86,-0.07,0.04,-1.08
662,2.52,-6.27,7.88,-0.07,0.04,-1.10
668,2.48,-6.27,7.85,-0.07,0.04,-1.09
675,2.43,-6.13,7.79,-0.08,0.04,-1.09
682,2.41,-6.22,7.87,-0.08,0.04,-1.08
689,2.49,-6.24,7.82,-0.07,0.04,-1.09
695,2.48,-6.23,7.88,-0.08,0.04,-1.08
702,2.42,-6.20,7.85,-0.08,0.04,-1.10
708,2.42,-6.22,7.91,-0.08,0.04,-1.09
715,2.41,-6.24,7.81,-0.08,0.04,-1.09
721,2.54,-6.28,7.88,-0.07,0.04,-1.09
728,2.44,-6.28,7.74,-0.08,0.04,-1.10
734,2.52,-6.21,7.96,-0.07,0.04,-1.11
740,2.45,-6.23,7.88,-0.08,0.04,-1.10
747,2.44,-6.18,7.93,-0.08,0.04,-1.07
753,2.50,-6.24,7.94,-0.08,0.04,-1.08
760,2.45,-6.22,7.94,-0.08,0.04,-1.08
767,2.46,-6.24,7.88,-0.08,0.04,-1.09
773,2.47,-6.25,7.86,-0.08,0.04,-1.09
780,2.49,-6.25,7.92,-0.07,0.04,-1.12
787,2.48,-6.22,7.95,-0.07,0.04,-1.08
795,2.48,-6.24,7.90,-0.08,0.04,-1.09
802,2.48,-6.25,8.01,-0.08,0.04,-1.10
808,2.43,-6.23,7.81,-0.08,0.04,-1.09
815,2.49,-6.19,7.87,-0.08,0.04,-1.07
822,2.47,-6.28,7.83,-0.08,0.04,-1.09
828,2.44,-6.24,7.91,-0.08,0.04,-1.08
835,2.41,-6.24,7.84,-0.08,0.04,-1.08
842,2.44,-6.20,7.82,-0.07,0.04,-1.10
848,2.45,-6.20,7.96,-0.07,0.04,-1.09
854,2.53,-6.22,7.87,-0.07,0.04,-1.09
861,2.42,-6.20,7.94,-0.08,0.04,-1.10
868,2.48,-6.29,7.87,-0.08,0.04,-1.11
874,2.49,-6.25,7.83,-0.08,0.04,-1.09
881,2.52,-6.21,7.89,-0.08,0.04,-1.09
887,2.48,-6.27,7.87,-0.08,0.04,-1.09
893,2.50,-6.22,7.94,-0.07,0.04,-1.10
899,2.47,-6.23,7.88,-0.07,0.04,-1.10
906,2.49,-6.20,7.94,-0.08,0.04,-1.10
912,2.49,-6.23,7.85,-0.07,0.04,-1.09
918,2.51,-6.22,7.92,-0.08,0.04,-1.09
925,2.49,-6.25,7.82,-0.07,0.04,-1.11
932,2.48,-6.19,7.88,-0.08,0.04,-1.10
938,2.44,-6.22,7.87,-0.07,0.04,-1.09
945,2.51,-6.20,7.87,-0.08,0.04,-1.09
951,2.43,-6.28,7.86,-0.08,0.04,-1.09
957,2.48,-6.24,7.90,-0.08,0.04,-1.09
964,2.48,-6.24,7.86,-0.07,0.04,-1.08
970,2.45,-6.27,7.86,-0.07,0.04,-1.10
976,2.47,-6.22,7.82,-0.07,0.04,-1.09
983,2.53,-6.21,7.98,-0.07,0.04,-1.10
989,2.48,-6.19,7.94,-0.07,0.04,-1.08
995,2.45,-6.26,7.84,-0.08,0.04,-1.09
1001,2.46,-6.19,7.85,-0.08,0.04,-1.08
1008,2.48,-6.22,7.94,-0.08,0.04,-1.10
1014,2.43,-6.25,7.75,-0.08,0.04,-1.10
1020,2.50,-6.20,7.88,-0.07,0.04,-1.09
1026,2.45,-6.24,7.91,-0.07,0.04,-1.09
1033,2.42,-6.22,7.91,-0.07,0.04,-1.10
1039,2.46,-6.26,7.92,-0.08,0.04,-1.09
1045,2.55,-6.22,7.94,-0.08,0.04,-1.10
1051,2.45,-6.21,7.93,-0.08,0.04,-1.09
1059,2.44,-6.19,7.91,-0.08,0.04,-1.07
1065,2.42,-6.21,7.82,-0.08,0.04,-1.07
1072,2.45,-6.18,7.91,-0.08,0.04,-1.08
1079,2.49,-6.28,7.98,-0.08,0.04,-1.09
1087,2.45,-6.21,7.93,-0.08,0.04,-1.11
1095,2.52,-6.26,7.92,-0.07,0.04,-1.08
1103,2.52,-6.24,7.92,-0.08,0.04,-1.09
1110,2.54,-6.26,7.91,-0.08,0.04,-1.09
1117,2.45,-6.20,7.81,-0.07,0.04,-1.09
1125,2.43,-6.20,7.80,-0.08,0.04,-1.08
1132,2.48,-6.22,7.90,-0.07,0.04,-1.09
1140,2.55,-6.22,7.96,-0.08,0.04,-1.10
1147,2.45,-6.22,7.87,-0.08,0.04,-1.09
1153,2.47,-6.23,7.87,-0.08,0.04,-1.10
1160,2.43,-6.26,7.87,-0.07,0.04,-1.08
1168,2.51,-6.24,7.90,-0.08,0.04,-1.10
1175,2.49,-6.18,7.87,-0.08,0.04,-1.10
1184,2.50,-6.21,7.86,-0.08,0.04,-1.10
1191,2.43,-6.22,7.97,-0.08,0.04,-1.09
1198,2.43,-6.21,7.84,-0.08,0.04,-1.06
1205,2.47,-6.23,7.92,-0.08,0.04,-1.11
1212,2.49,-6.22,7.93,-0.07,0.04,-1.08
1219,2.39,-6.18,7.93,-0.08,0.04,-1.09
1227,2.49,-6.22,7.93,-0.07,0.04,-1.11
1236,2.47,-6.24,7.81,-0.08,0.04,-1.08
1244,2.49,-6.23,7.86,-0.07,0.05,-1.09
1252,2.48,-6.28,7.91,-0.08,0.04,-1.09
1259,2.42,-6.24,7.86,-0.07,0.04,-1.08
1268,2.47,-6.24,7.89,-0.07,0.04,-1.09
1277,2.45,-6.18,7.99,-0.08,0.04,-1.09
1285,2.47,-6.24,7.91,-0.08,0.04,-1.08
1291,2.47,-6.15,7.89,-0.07,0.04,-1.10
1298,2.51,-6.25,7.96,-0.08,0.04,-1.09
1304,2.49,-6.22,7.94,-0.08,0.04,-1.09
1310,2.52,-6.28,8.01,-0.07,0.04,-1.08
1317,2.52,-6.22,7.96,-0.07,0.04,-1.09
1324,2.44,-6.17,7.92,-0.08,0.04,-1.09
1330,2.46,-6.20,7.92,-0.07,0.04,-1.09
1337,2.46,-6.24,7.81,-0.07,0.04,-1.08
1344,2.46,-6.22,7.99,-0.08,0.04,-1.09
1350,2.43,-6.23,7.89,-0.08,0.04,-1.10
1357,2.47,-6.22,7.82,-0.08,0.04,-1.10
1363,2.48,-6.20,7.86,-0.08,0.04,-1.09
1370,2.51,-6.24,7.95,-0.07,0.04,-1.08
1379,2.43,-6.22,7.83,-0.08,0.04,-1.10
1386,2.48,-6.14,7.88,-0.08,0.04,-1.09
1392,2.53,-6.27,7.84,-0.08,0.04,-1.08
1399,2.52,-6.24,7.89,-0.08,0.04,-1.10
