timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.39,-6.15,7.97,-0.07,0.04,-1.09
7,2.44,-6.22,7.91,-0.08,0.05,-1.09
14,2.48,-6.24,7.94,-0.07,0.04,-1.08
22,2.47,-6.25,7.92,-0.07,0.04,-1.09
29,2.47,-6.20,7.87,-0.08,0.04,-1.10
37,2.44,-6.23,7.91,-0.08,0.04,-1.10
45,2.48,-6.21,7.79,-0.08,0.04,-1.09
51,2.48,-6.23,7.99,-0.07,0.04,-1.07
57,2.48,-6.19,7.83,-0.08,0.04,-1.08
64,2.44,-6.22,7.85,-0.08,0.04,-1.09
71,2.41,-6.26,7.92,-0.08,0.04,-1.09
78,2.48,-6.22,7.79,-0.08,0.04,-1.10
86,2.45,-6.19,7.88,-0.08,0.04,-1.09
94,2.50,-6.20,7.90,-0.08,0.04,-1.07
101,2.52,-6.24,7.86,-0.08,0.04,-1.10
107,2.50,-6.27,7.88,-0.08,0.04,-1.11
115,2.43,-6.19,7.94,-0.08,0.04,-1.10
123,2.47,-6.20,7.93,-0.08,0.04,-1.09
130,2.47,-6.31,7.89,-0.08,0.04,-1.09
138,2.42,-6.16,7.98,-0.07,0.04,-1.08
145,2.50,-6.20,7.97,-0.07,0.04,-1.08
153,2.43,-6.21,7.82,-0.07,0.04,-1.09
161,2.43,-6.24,7.91,-0.08,0.04,-1.08
169,2.50,-6.18,7.93,-0.08,0.04,-1.09
177,2.54,-6.20,7.84,-0.08,0.04,-1.08
186,2.47,-6.25,7.93,-0.08,0.04,-1.07
194,2.43,-6.26,7.87,-0.08,0.04,-1.08
203,2.45,-6.25,7.92,-0.07,0.04,-1.09
210,2.52,-6.26,7.81,-0.07,0.04,-1.10
218,2.52,-6.24,8.02,-0.07,0.04,-1.10
226,2.51,-6.25,7.92,-0.08,0.04,-1.11
233,2.48,-6.19,7.75,-0.08,0.05,-1.09
240,2.41,-6.19,7.93,-0.08,0.04,-1.07
247,2.41,-6.27,7.93,-0.08,0.04,-1.07
254,2.52,-6.17,7.81,-0.08,0.04,-1.10
260,2.49,-6.24,7.78,-0.08,0.05,-1.10
266,2.47,-6.22,7.84,-0.08,0.04,-1.07
273,2.48,-6.20,7.91,-0.08,0.04,-1.09
280,2.40,-6.28,7.95,-0.08,0.04,-1.09
287,2.49,-6.26,7.93,-0.08,0.04,-1.11
294,2.43,-6.24,7.86,-0.08,0.04,-1.08
301,2.46,-6.26,7.93,-0.08,0.04,-1.07
309,2.49,-6.24,7.92,-0.07,0.04,-1.08
317,2.43,-6.25,7.87,-0.08,0.04,-1.11
324,2.44,-6.22,7.91,-0.08,0.04,-1.09
331,2.40,-6.23,7.92,-0.08,0.05,-1.08
338,2.46,-6.23,7.95,-0.07,0.04,-1.07
344,2.49,-6.24,7.96,-0.08,0.04,-1.10
351,2.47,-6.28,7.94,-0.07,0.04,-1.10
358,2.52,-6.25,7.88,-0.08,0.04,-1.08
365,2.51,-6.18,7.89,-0.07,0.04,-1.09
372,2.49,-6.22,7.84,-0.08,0.04,-1.10
380,2.46,-6.27,7.88,-0.07,0.04,-1.09
388,2.45,-6.20,7.85,-0.08,0.05,-1.10
395,2.48,-6.19,7.87,-0.07,0.04,-1.09
402,2.49,-6.25,7.94,-0.07,0.04,-1.09
408,2.52,-6.16,7.91,-0.07,0.04,-1.09
415,2.48,-6.19,7.84,-0.08,0.04,-1.10
423,2.47,-6.19,7.91,-0.08,0.04,-1.09
431,2.49,-6.17,7.88,-0.08,0.04,-1.09
439,2.45,-6.23,7.90,-0.08,0.04,-1.07
447,2.48,-6.24,7.89,-0.08,0.04,-1.08
455,2.43,-6.23,7.93,-0.08,0.04,-1.08
463,2.45,-6.21,7.90,-0.07,0.04,-1.09
470,2.50,-6.26,7.98,-0.07,0.04,-1.09
478,2.50,-6.24,7.98,-0.07,0.04,-1.10
485,2.43,-6.22,7.90,-0.07,0.04,-1.09
492,2.45,-6.21,7.79,-0.07,0.04,-1.09
499,2.46,-6.25,7.89,-0.08,0.04,-1.08
506,2.44,-6.22,7.94,-0.08,0.04,-1.09
512,2.46,-6.19,7.91,-0.08,0.04,-1.09
518,2.45,-6.24,7.86,-0.08,0.04,-1.10
527,2.48,-6.20,7.89,-0.07,0.04,-1.10
535,2.41,-6.25,7.81,-0.08,0.04,-1.11
543,2.47,-6.19,7.88,-0.07,0.04,-1.10
550,2.57,-6.21,7.91,-0.08,0.04,-1.08
556,2.47,-6.18,7.97,-0.08,0.04,-1.10
563,2.50,-6.23,7.85,-0.08,0.04,-1.08
569,2.45,-6.18,7.92,-0.08,0.04,-1.08
576,2.39,-6.22,7.84,-0.08,0.04,-1.08
584,2.41,-6.25,7.81,-0.07,0.04,-1.09
592,2.46,-6.28,7.86,-0.08,0.04,-1.10
601,2.49,-6.18,7.83,-0.08,0.04,-1.11
608,2.45,-6.25,7.91,-0.08,0.04,-1.08
616,2.49,-6.19,7.98,-0.08,0.05,-1.08
622,2.43,-6.17,7.92,-0.07,0.04,-1.08
629,2.43,-6.26,7.91,-0.08,0.04,-1.07
635,2.48,-6.25,7.93,-0.08,0.04,-1.08
642,2.51,-6.20,7.87,-0.07,0.04,-1.10
648,2.45,-6.20,7.85,-0.08,0.04,-1.09
656,2.43,-6.19,7.96,-0.07,0.04,-1.10
664,2.48,-6.29,7.88,-0.08,0.04,-1.10
671,2.50,-6.17,7.83,-0.08,0.04,-1.10
678,2.47,-6.21,7.93,-0.08,0.04,-1.09
686,2.47,-6.23,7.94,-0.08,0.04,-1.09
694,2.49,-6.25,7.81,-0.08,0.04,-1.08
701,2.48,-6.21,7.97,-0.08,0.04,-1.08
709,2.38,-6.23,7.85,-0.08,0.04,-1.08
717,2.41,-6.26,7.86,-0.07,0.04,-1.09
725,2.47,-6.24,7.81,-0.08,0.04,-1.11
732,2.45,-6.26,7.94,-0.08,0.04,-1.08
739,2.45,-6.28,7.92,-0.08,0.04,-1.08
