timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.48,-6.24,7.93,-0.08,0.04,-1.09
6,2.49,-6.21,7.91,-0.08,0.04,-1.10
14,2.48,-6.23,7.86,-0.08,0.04,-1.07
21,2.49,-6.19,7.88,-0.08,0.04,-1.09
28,2.50,-6.23,7.77,-0.08,0.04,-1.07
35,2.45,-6.26,7.83,-0.08,0.05,-1.09
42,2.41,-6.23,7.93,-0.07,0.04,-1.07
48,2.45,-6.20,7.94,-0.07,0.04,-1.09
55,2.44,-6.24,7.91,-0.08,0.04,-1.10
62,2.46,-6.27,7.97,-0.07,0.04,-1.10
69,2.46,-6.22,7.87,-0.08,0.04,-1.09
76,2.48,-6.17,7.85,-0.08,0.04,-1.08
83,2.43,-6.19,7.85,-0.08,0.05,-1.07
89,2.40,-6.29,7.91,-0.08,0.05,-1.06
97,2.38,-6.26,7.86,-0.07,0.04,-1.06
104,2.46,-6.29,7.93,-0.07,0.04,-1.10
111,2.43,-6.24,7.96,-0.07,0.04,-1.11
119,2.48,-6.20,7.94,-0.07,0.04,-1.11
126,2.46,-6.23,7.92,-0.08,0.04,-1.10
133,2.49,-6.25,7.91,-0.08,0.04,-1.07
140,2.52,-6.24,7.89,-0.08,0.05,-1.06
146,2.41,-6.27,7.78,-0.08,0.04,-1.06
154,2.48,-6.25,7.85,-0.08,0.05,-1.06
160,2.41,-6.29,7.83,-0.07,0.04,-1.09
167,2.46,-6.22,7.90,-0.07,0.04,-1.11
173,2.49,-6.23,7.88,-0.07,0.04,-1.11
180,2.51,-6.23,8.04,-0.07,0.04,-1.10
187,2.53,-6.22,7.87,-0.08,0.04,-1.09
194,2.52,-6.22,7.96,-0.07,0.04,-1.08
201,2.49,-6.17,7.89,-0.08,0.04,-1.07
207,2.45,-6.21,7.93,-0.08,0.04,-1.08
215,2.47,-6.24,7.86,-0.08,0.05,-1.07
222,2.47,-6.19,7.93,-0.07,0.04,-1.07
229,2.47,-6.22,7.83,-0.07,0.04,-1.10
236,2.47,-6.19,7.94,-0.08,0.04,-1.11
243,2.44,-6.25,7.92,-0.07,0.04,-1.10
250,2.54,-6.27,7.95,-0.08,0.04,-1.10
256,2.49,-6.20,7.86,-0.08,0.04,-1.07
264,2.44,-6.22,7.91,-0.08,0.04,-1.07
271,2.48,-6.22,7.78,-0.08,0.04,-1.06
277,2.44,-6.29,7.90,-0.08,0.04,-1.06
285,2.45,-6.26,7.83,-0.07,0.04,-1.08
293,2.38,-6.21,7.85,-0.07,0.04,-1.10
301,2.45,-6.22,7.87,-0.07,0.04,-1.12
309,2.45,-6.23,7.91,-0.07,0.04,-1.10
316,2.43,-6.24,7.86,-0.07,0.04,-1.10
322,2.47,-6.19,8.06,-0.08,0.04,-1.10
329,2.51,-6.22,7.80,-0.08,0.04,-1.10
