timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.50,-6.24,7.95,-0.08,0.04,-1.08
8,2.47,-6.22,7.88,-0.08,0.04,-1.09
15,2.50,-6.23,7.82,-0.08,0.04,-1.08
23,2.47,-6.17,7.95,-0.08,0.04,-1.09
30,2.47,-6.23,7.78,-0.07,0.04,-1.09
38,2.44,-6.25,7.92,-0.07,0.04,-1.07
46,2.48,-6.23,7.92,-0.08,0.04,-1.07
54,2.45,-6.21,7.90,-0.08,0.04,-1.08
61,2.45,-6.23,7.90,-0.08,0.04,-1.08
68,2.48,-6.25,7.89,-0.08,0.04,-1.08
75,2.54,-6.24,7.89,-0.08,0.04,-1.08
81,2.47,-6.23,7.90,-0.08,0.04,-1.09
88,2.51,-6.25,7.87,-0.08,0.04,-1.08
94,2.46,-6.24,7.79,-0.07,0.04,-1.09
100,2.51,-6.21,7.90,-0.08,0.04,-1.09
107,2.48,-6.25,7.89,-0.08,0.05,-1.08
114,2.44,-6.19,7.87,-0.08,0.04,-1.08
121,2.42,-6.23,7.94,-0.08,0.04,-1.10
129,2.45,-6.23,7.97,-0.08,0.04,-1.10
136,2.45,-6.22,7.87,-0.07,0.04,-1.09
144,2.43,-6.18,7.87,-0.08,0.04,-1.09
152,2.50,-6.24,7.90,-0.07,0.04,-1.09
162,2.52,-6.18,7.86,-0.08,0.04,-1.08
169,2.46,-6.19,7.96,-0.07,0.05,-1.10
180,2.48,-6.18,7.86,-0.08,0.04,-1.09
187,2.48,-6.22,7.86,-0.08,0.04,-1.09
195,2.54,-6.25,7.93,-0.08,0.05,-1.09
201,2.51,-6.19,7.85,-0.08,0.04,-1.07
209,2.47,-6.21,7.84,-0.07,0.04,-1.08
217,2.50,-6.25,7.83,-0.08,0.04,-1.08
223,2.49,-6.23,7.88,-0.08,0.04,-1.09
229,2.44,-6.17,7.78,-0.08,0.04,-1.09
236,2.45,-6.23,7.83,-0.08,0.04,-1.07
242,2.46,-6.21,7.87,-0.08,0.04,-1.07
249,2.48,-6.21,7.94,-0.07,0.04,-1.09
255,2.45,-6.22,7.82,-0.07,0.05,-1.09
262,2.48,-6.22,7.86,-0.08,0.04,-1.09
269,2.44,-6.26,7.86,-0.07,0.04,-1.10
275,2.45,-6.23,7.95,-0.08,0.04,-1.10
283,2.46,-6.25,7.91,-0.08,0.04,-1.08
290,2.43,-6.23,7.84,-0.07,0.04,-1.09
298,2.45,-6.26,7.82,-0.07,0.04,-1.08
306,2.49,-6.17,7.84,-0.08,0.04,-1.09
313,2.46,-6.22,7.82,-0.08,0.04,-1.08
321,2.47,-6.20,7.91,-0.07,0.04,-1.09
329,2.51,-6.16,7.92,-0.08,0.04,-1.09
336,2.49,-6.24,7.89,-0.07,0.04,-1.09
344,2.49,-6.18,7.86,-0.08,0.04,-1.07
352,2.43,-6.20,7.96,-0.08,0.04,-1.09
358,2.49,-6.19,7.95,-0.08,0.04,-1.08
366,2.47,-6.24,7.91,-0.08,0.04,-1.09
374,2.48,-6.20,7.84,-0.07,0.04,-1.07
380,2.47,-6.24,7.89,-0.07,0.04,-1.10
388,2.54,-6.22,7.82,-0.07,0.04,-1.09
395,2.50,-6.20,7.85,-0.07,0.04,-1.09
401,2.48,-6.25,7.93,-0.07,0.04,-1.09
409,2.42,-6.25,7.90,-0.08,0.04,-1.08
416,2.44,-6.28,7.84,-0.07,0.04,-1.08
422,2.44,-6.27,7.87,-0.07,0.04,-1.08
429,2.43,-6.22,7.88,-0.08,0.04,-1.08
435,2.51,-6.19,7.94,-0.07,0.04,-1.08
442,2.46,-6.20,7.80,-0.07,0.04,-1.09
448,2.47,-6.17,7.90,-0.07,0.04,-1.08
455,2.45,-6.22,7.86,-0.08,0.04,-1.08
461,2.48,-6.19,7.79,-0.07,0.04,-1.09
467,2.46,-6.18,7.95,-0.08,0.04,-1.09
474,2.47,-6.24,7.92,-0.08,0.04,-1.09
481,2.51,-6.18,7.86,-0.08,0.04,-1.09
488,2.47,-6.21,7.89,-0.08,0.04,-1.08
495,2.51,-6.20,7.90,-0.08,0.04,-1.09
504,2.44,-6.20,7.91,-0.08,0.04,-1.07
512,2.45,-6.20,7.94,-0.08,0.04,-1.09
519,2.48,-6.21,7.86,-0.08,0.04,-1.08
525,2.46,-6.27,7.99,-0.08,0.04,-1.09
532,2.49,-6.20,7.87,-0.08,0.04,-1.09
538,2.45,-6.23,7.92,-0.08,0.04,-1.09
545,2.43,-6.23,7.85,-0.08,0.04,-1.11
552,2.48,-6.25,7.91,-0.07,0.04,-1.08
559,2.46,-6.22,7.83,-0.08,0.04,-1.09
565,2.51,-6.23,7.91,-0.07,0.04,-1.09
572,2.49,-6.23,7.82,-0.07,0.04,-1.08
579,2.48,-6.16,7.81,-0.08,0.04,-1.08
586,2.46,-6.25,7.93,-0.08,0.04,-1.09
594,2.50,-6.31,7.89,-0.07,0.04,-1.10
602,2.47,-6.24,7.91,-0.08,0.04,-1.08
609,2.54,-6.23,7.88,-0.08,0.04,-1.09
617,2.46,-6.23,7.89,-0.08,0.04,-1.09
625,2.41,-6.18,7.91,-0.07,0.04,-1.09
632,2.46,-6.17,7.90,-0.08,0.04,-1.09
640,2.43,-6.24,7.90,-0.08,0.04,-1.09
647,2.42,-6.21,7.89,-0.08,0.04,-1.08
653,2.48,-6.23,7.90,-0.08,0.04,-1.09
659,2.47,-6.24,7.97,-0.08,0.04,-1.09
665,2.44,-6.21,7.93,-0.07,0.04,-1.08
672,2.44,-6.25,7.96,-0.08,0.04,-1.09
678,2.48,-6.21,7.91,-0.08,0.04,-1.10
686,2.46,-6.19,7.81,-0.08,0.04,-1.10
693,2.47,-6.18,7.81,-0.08,0.04,-1.08
700,2.47,-6.20,7.93,-0.07,0.04,-1.08
706,2.45,-6.21,7.93,-0.07,0.04,-1.08
713,2.49,-6.20,7.89,-0.07,0.04,-1.10
721,2.51,-6.20,7.93,-0.08,0.04,-1.09
729,2.45,-6.23,7.82,-0.08,0.04,-1.09
736,2.49,-6.20,7.90,-0.08,0.04,-1.07
744,2.42,-6.28,7.92,-0.08,0.04,-1.08
752,2.43,-6.22,7.87,-0.07,0.04,-1.07
760,2.49,-6.27,7.86,-0.08,0.04,-1.09
769,2.51,-6.24,7.93,-0.07,0.04,-1.08
