timestamp,mpu_accX,mpu_accY,mpu_accZ,mpu_gyrX,mpu_gyrY,mpu_gyrZ
0,2.42,-6.18,7.78,-0.08,0.05,-1.08
6,2.45,-6.25,7.85,-0.07,0.04,-1.09
13,2.49,-6.28,8.05,-0.07,0.04,-1.09
20,2.52,-6.21,7.92,-0.08,0.04,-1.11
27,2.51,-6.22,7.87,-0.08,0.04,-1.11
34,2.49,-6.20,7.75,-0.08,0.05,-1.08
40,2.42,-6.23,7.88,-0.07,0.05,-1.07
47,2.47,-6.25,8.00,-0.08,0.04,-1.08
54,2.47,-6.24,7.86,-0.08,0.04,-1.10
60,2.44,-6.21,7.84,-0.08,0.05,-1.10
67,2.43,-6.19,7.77,-0.08,0.04,-1.09
74,2.44,-6.22,7.89,-0.07,0.04,-1.09
81,2.55,-6.24,8.04,-0.07,0.04,-1.11
89,2.52,-6.21,7.97,-0.08,0.04,-1.11
96,2.53,-6.13,7.90,-0.08,0.04,-1.07
102,2.48,-6.22,7.89,-0.07,0.04,-1.06
109,2.44,-6.28,7.90,-0.08,0.04,-1.08
115,2.45,-6.22,7.92,-0.08,0.04,-1.08
122,2.46,-6.18,7.94,-0.08,0.04,-1.08
129,2.52,-6.25,7.87,-0.07,0.04,-1.08
136,2.40,-6.26,7.86,-0.07,0.04,-1.07
143,2.48,-6.29,7.96,-0.07,0.04,-1.08
149,2.49,-6.20,7.86,-0.08,0.04,-1.10
156,2.47,-6.22,7.83,-0.07,0.04,-1.10
163,2.46,-6.23,7.94,-0.08,0.04,-1.08
169,2.48,-6.21,7.92,-0.08,0.04,-1.08
175,2.49,-6.22,7.90,-0.08,0.04,-1.08
181,2.42,-6.17,7.81,-0.08,0.04,-1.09
188,2.46,-6.17,7.85,-0.07,0.04,-1.08
194,2.47,-6.23,7.82,-0.07,0.04,-1.12
201,2.44,-6.20,7.86,-0.07,0.04,-1.09
207,2.53,-6.21,7.86,-0.07,0.04,-1.10
213,2.46,-6.19,7.87,-0.07,0.04,-1.10
219,2.47,-6.22,7.93,-0.08,0.04,-1.10
226,2.41,-6.14,7.84,-0.08,0.04,-1.08
232,2.48,-6.26,7.91,-0.08,0.04,-1.08
239,2.44,-6.22,7.87,-0.08,0.04,-1.08
245,2.49,-6.22,8.01,-0.08,0.05,-1.08
252,2.44,-6.22,7.85,-0.08,0.04,-1.08
258,2.38,-6.24,7.86,-0.07,0.04,-1.08
265,2.47,-6.23,7.86,-0.07,0.04,-1.09
271,2.48,-6.22,7.88,-0.08,0.04,-1.11
278,2.52,-6.23,7.88,-0.07,0.04,-1.10
284,2.52,-6.21,7.81,-0.08,0.04,-1.10
290,2.43,-6.23,7.88,-0.08,0.04,-1.09
297,2.43,-6.20,7.84,-0.08,0.04,-1.08
303,2.50,-6.23,7.89,-0.08,0.05,-1.07
309,2.45,-6.22,7.87,-0.08,0.04,-1.09
317,2.43,-6.18,7.83,-0.08,0.04,-1.09
325,2.48,-6.22,7.86,-0.08,0.04,-1.11
332,2.47,-6.22,7.92,-0.07,0.04,-1.12
339,2.48,-6.23,7.91,-0.07,0.04,-1.10
345,2.47,-6.19,7.87,-0.08,0.04,-1.08
351,2.47,-6.20,7.91,-0.08,0.04,-1.08
358,2.45,-6.22,7.88,-0.08,0.04,-1.08
365,2.51,-6.24,7.95,-0.08,0.04,-1.10
371,2.45,-6.24,7.74,-0.08,0.04,-1.08
378,2.43,-6.21,7.93,-0.07,0.04,-1.09
384,2.47,-6.20,7.99,-0.07,0.04,-1.10
392,2.45,-6.17,7.98,-0.07,0.04,-1.10
399,2.44,-6.28,8.00,-0.07,0.04,-1.11
405,2.47,-6.21,7.90,-0.08,0.04,-1.09
412,2.43,-6.22,7.95,-0.08,0.04,-1.09
418,2.46,-6.14,7.85,-0.08,0.04,-1.08
425,2.48,-6.22,7.90,-0.08,0.04,-1.08
431,2.43,-6.28,7.86,-0.08,0.04,-1.07
438,2.47,-6.23,7.92,-0.08,0.04,-1.08
444,2.49,-6.22,7.96,-0.08,0.04,-1.09
451,2.45,-6.21,7.87,-0.07,0.04,-1.10
457,2.44,-6.23,7.91,-0.07,0.04,-1.10
463,2.51,-6.21,7.94,-0.07,0.04,-1.10
470,2.50,-6.21,7.93,-0.08,0.04,-1.13
476,2.51,-6.21,7.87,-0.08,0.04,-1.08
483,2.47,-6.14,7.86,-0.08,0.04,-1.10
491,2.47,-6.21,7.90,-0.08,0.04,-1.07
498,2.42,-6.20,7.98,-0.08,0.04,-1.08
506,2.49,-6.22,7.90,-0.07,0.04,-1.10
513,2.38,-6.26,7.85,-0.07,0.04,-1.10
519,2.46,-6.28,7.95,-0.07,0.04,-1.10
525,2.48,-6.21,7.98,-0.08,0.04,-1.09
532,2.46,-6.20,7.85,-0.08,0.04,-1.10
538,2.46,-6.16,7.90,-0.08,0.04,-1.09
544,2.41,-6.21,7.81,-0.08,0.04,-1.08
550,2.47,-6.29,7.92,-0.08,0.04,-1.09
557,2.36,-6.21,7.93,-0.08,0.04,-1.08
564,2.44,-6.22,7.87,-0.08,0.04,-1.09
572,2.44,-6.25,7.84,-0.07,0.04,-1.10
580,2.49,-6.25,7.91,-0.07,0.04,-1.10
587,2.52,-6.22,7.95,-0.07,0.04,-1.10
594,2.45,-6.22,7.89,-0.08,0.04,-1.09
