197,-5678,-9418,5360
198,304,-10952,4372
200,2008,-8710,6666
201,3534,34,6456
202,2028,2182,5958
204,-672,3458,7492
205,-5796,-4668,11114
207,-6344,-8388,5778
208,-1470,-10094,5178
209,-306,-9236,8116
211,1004,-1010,6976
212,654,1706,6704
214,-510,1520,7964
215,-5974,-4018,10712
216,-6264,-7588,10822
218,-4416,-10616,5024
219,40,-10438,6994
220,992,-7390,6354
222,2564,956,5228
223,866,1710,5694
225,-1966,-2874,9164
226,-4604,-7108,9184
227,-3436,-10096,5268
229,-50,-8384,6410
230,1892,-6698,6476
232,1950,348,6282
233,36,1388,6556
234,-1594,-2222,8990
236,-4940,-5798,9522
237,-4854,-8402,6292
238,-1824,-9794,7464
240,-404,-6896,6992
241,252,-692,7716
243,-74,90,6878
244,-2106,306,8344
