timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,1.09,4.34,-5.25,-0.02,0.17,-1.06
9,-1.10,5.05,-4.85,-0.10,-0.05,-1.11
18,0.53,1.90,-0.40,-0.14,-0.15,-1.10
27,-0.77,2.79,2.47,-0.04,0.12,-1.06
36,-1.55,4.56,-0.28,-0.02,0.22,-1.07
45,0.98,4.31,-6.35,-0.07,0.07,-1.10
54,-0.11,1.31,-4.04,-0.13,-0.14,-1.09
63,-4.74,6.76,4.11,-0.12,-0.03,-1.10
72,-0.15,4.62,1.10,-0.02,0.17,-1.07
81,0.59,5.45,-3.96,-0.03,0.14,-1.09
90,-0.81,4.09,-4.65,-0.12,-0.08,-1.11
99,-0.97,1.98,-0.28,-0.12,-0.13,-1.10
108,-2.49,3.48,5.20,-0.05,0.11,-1.07
117,0.48,4.74,-1.92,-0.02,0.23,-1.08
126,1.46,4.53,-6.34,-0.08,0.02,-1.09
135,-3.31,4.63,-1.43,-0.14,-0.17,-1.10
144,-2.51,4.42,2.17,-0.10,0.04,-1.11
153,0.62,3.46,0.32,-0.01,0.20,-1.05
162,0.69,4.83,-3.89,-0.05,0.14,-1.10
171,-0.13,4.06,-5.04,-0.13,-0.10,-1.12
180,-3.06,3.18,0.50,-0.11,-0.07,-1.11
189,-2.55,3.36,4.73,-0.06,0.13,-1.06
198,0.31,4.89,-2.90,-0.02,0.22,-1.08
207,0.66,5.34,-5.39,-0.09,-0.02,-1.10
216,-3.29,6.68,-1.62,-0.15,-0.12,-1.13
225,-0.40,2.18,2.55,-0.07,0.01,-1.07
234,-1.95,4.45,0.87,-0.00,0.22,-1.06
243,1.61,3.13,-4.74,-0.07,0.10,-1.10
252,0.08,4.04,-4.85,-0.14,-0.13,-1.12
261,-2.46,2.98,2.52,-0.11,-0.08,-1.08
270,-1.36,3.40,2.33,-0.04,0.18,-1.08
279,2.11,3.74,-4.42,-0.01,0.19,-1.07
288,0.18,5.55,-6.08,-0.10,-0.03,-1.11
297,-2.30,5.63,-0.23,-0.15,-0.12,-1.11
306,-1.37,3.64,3.21,-0.06,0.02,-1.07
315,-1.69,4.96,0.35,-0.01,0.24,-1.05
