timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
324,1.71,2.95,-6.14,-0.06,0.11,-1.10
333,0.23,2.59,-4.57,-0.14,-0.13,-1.10
342,-3.29,5.17,4.22,-0.12,-0.09,-1.09
351,-1.06,3.28,1.38,-0.03,0.22,-1.07
360,1.10,4.32,-4.61,-0.01,0.18,-1.07
369,-0.50,5.13,-5.28,-0.11,-0.06,-1.10
378,-0.12,2.57,-0.64,-0.14,-0.16,-1.10
387,-1.65,3.29,3.36,-0.05,0.12,-1.06
396,-1.15,4.73,0.15,-0.02,0.22,-1.07
405,2.46,2.92,-6.67,-0.06,0.06,-1.10
414,0.38,0.83,-4.70,-0.14,-0.16,-1.10
423,-4.07,6.30,4.60,-0.12,-0.04,-1.08
432,0.55,5.06,1.43,-0.01,0.17,-1.04
441,0.83,5.07,-4.01,-0.02,0.17,-1.06
450,-0.47,4.57,-5.20,-0.12,-0.08,-1.11
459,0.31,1.15,-0.81,-0.13,-0.15,-1.09
468,-1.29,3.09,3.87,-0.05,0.10,-1.07
477,-0.02,4.48,-1.32,-0.03,0.23,-1.08
486,1.62,4.04,-6.71,-0.08,0.03,-1.10
495,-2.04,2.37,-2.65,-0.15,-0.20,-1.10
504,-3.62,4.93,3.03,-0.10,0.04,-1.10
513,0.72,4.38,0.33,-0.00,0.20,-1.05
522,0.64,5.06,-3.92,-0.05,0.14,-1.09
531,-0.44,3.84,-5.31,-0.13,-0.11,-1.11
540,-1.52,2.13,-0.94,-0.11,-0.08,-1.09
549,-3.06,3.68,5.34,-0.05,0.15,-1.07
558,-0.18,5.15,-1.90,-0.03,0.21,-1.08
567,1.50,4.85,-6.30,-0.09,-0.02,-1.11
576,-3.70,5.68,-0.79,-0.15,-0.14,-1.10
585,-1.99,3.13,2.42,-0.08,0.04,-1.07
594,0.70,4.02,-0.28,0.00,0.21,-1.04
603,0.82,3.96,-4.10,-0.07,0.11,-1.09
612,-0.41,4.44,-4.29,-0.14,-0.13,-1.12
621,-1.91,3.12,0.87,-0.10,-0.07,-1.08
630,-1.49,3.34,3.43,-0.05,0.17,-1.07
639,1.49,4.32,-3.93,-0.02,0.20,-1.06
648,0.65,5.25,-6.04,-0.10,-0.04,-1.09
657,-3.79,7.10,-0.30,-0.15,-0.10,-1.13
666,-0.77,2.15,2.56,-0.06,0.01,-1.07
675,-1.55,4.72,-0.58,-0.01,0.24,-1.05
684,1.19,3.56,-6.31,-0.07,0.09,-1.09
693,0.24,2.21,-4.62,-0.13,-0.11,-1.12
702,-3.11,5.05,3.85,-0.11,-0.09,-1.10
711,-1.20,4.95,1.52,-0.02,0.23,-1.07
720,-0.07,5.00,-4.07,-0.02,0.16,-1.06
729,-0.96,4.88,-5.17,-0.11,-0.03,-1.11
738,0.43,1.99,-0.45,-0.14,-0.16,-1.09
747,-2.22,3.99,2.90,-0.04,0.09,-1.06
756,-0.89,4.71,-0.74,-0.02,0.23,-1.07
765,0.96,4.35,-6.49,-0.07,0.07,-1.10
774,-0.92,2.30,-3.22,-0.14,-0.15,-1.08
783,-4.33,6.47,3.94,-0.11,-0.04,-1.07
792,-0.21,4.89,1.14,-0.01,0.18,-1.05
801,0.86,4.87,-3.86,-0.02,0.17,-1.07
810,-0.15,3.23,-5.16,-0.12,-0.08,-1.11
819,-1.18,2.13,0.41,-0.13,-0.14,-1.07
828,-1.91,3.44,4.66,-0.04,0.14,-1.07
837,0.24,4.43,-1.88,-0.03,0.23,-1.08
846,1.59,4.09,-6.57,-0.08,0.02,-1.10
855,-3.17,4.81,-1.19,-0.14,-0.18,-1.09
864,-2.20,3.98,2.29,-0.10,0.03,-1.09
873,-0.23,4.26,-0.53,-0.01,0.19,-1.04
882,0.12,4.47,-3.96,-0.05,0.14,-1.08
891,-0.73,4.20,-5.01,-0.13,-0.10,-1.11
900,-2.79,3.70,0.30,-0.11,-0.08,-1.09
909,-3.62,4.63,4.66,-0.06,0.11,-1.05
918,0.50,4.77,-3.25,-0.02,0.22,-1.07
927,0.63,4.95,-6.15,-0.08,-0.02,-1.10
936,-3.59,6.52,-0.58,-0.15,-0.12,-1.12
945,-1.10,2.62,2.72,-0.08,0.02,-1.06
954,-1.41,4.44,0.12,-0.01,0.24,-1.06
963,1.17,3.84,-4.92,-0.06,0.11,-1.08
972,-0.50,5.31,-4.32,-0.13,-0.11,-1.10
981,-2.84,3.43,2.87,-0.11,-0.07,-1.08
990,-2.05,3.68,2.05,-0.05,0.17,-1.08
999,1.73,4.17,-4.28,-0.01,0.20,-1.06
1008,-0.05,5.29,-5.99,-0.09,-0.02,-1.10
1017,-2.68,5.36,0.45,-0.15,-0.10,-1.13
1026,-0.91,3.24,2.54,-0.07,0.01,-1.07
1035,-2.36,5.37,0.37,-0.01,0.23,-1.07
1044,0.94,2.94,-5.49,-0.07,0.09,-1.09
1053,-0.12,3.67,-4.30,-0.13,-0.12,-1.11
1062,-2.83,4.37,3.84,-0.12,-0.10,-1.08
1071,-2.50,3.99,2.26,-0.03,0.22,-1.06
1080,1.35,4.87,-5.23,-0.00,0.18,-1.07
1089,-0.57,5.30,-5.60,-0.10,-0.04,-1.11
1098,-0.91,3.33,1.46,-0.15,-0.15,-1.09
1107,-1.23,3.54,2.52,-0.04,0.10,-1.06
1116,-1.69,4.79,0.34,-0.02,0.22,-1.08
1125,0.97,3.90,-6.33,-0.07,0.08,-1.10
1134,1.08,1.41,-4.76,-0.12,-0.12,-1.09
1143,-3.83,5.92,4.45,-0.11,-0.05,-1.09
1152,-0.81,5.24,1.28,-0.02,0.19,-1.06
1161,0.64,5.19,-4.31,-0.02,0.17,-1.06
1170,-0.70,4.81,-4.93,-0.12,-0.08,-1.10
1179,-0.09,1.98,0.33,-0.14,-0.16,-1.08
1188,-1.44,3.38,2.92,-0.04,0.14,-1.07
1197,-0.67,4.19,-1.10,-0.02,0.24,-1.08
1206,1.09,4.38,-6.79,-0.07,0.04,-1.10
1215,-1.38,3.03,-3.10,-0.14,-0.19,-1.08
1224,-4.53,6.72,4.04,-0.10,0.02,-1.10
1233,-0.77,4.54,0.81,-0.01,0.19,-1.04
1242,1.04,4.64,-4.05,-0.04,0.15,-1.09
1251,-0.02,3.77,-5.39,-0.13,-0.10,-1.12
1260,-2.09,2.70,0.01,-0.11,-0.08,-1.09
1269,-3.25,3.84,5.78,-0.06,0.11,-1.07
1278,1.02,4.40,-2.22,-0.02,0.22,-1.08
1287,1.48,4.98,-6.40,-0.09,-0.02,-1.11
1296,-3.51,5.35,-1.11,-0.15,-0.15,-1.11
1305,-2.34,4.44,2.70,-0.09,0.04,-1.08
1314,1.15,3.46,-0.74,-0.01,0.22,-1.05
1323,0.84,4.37,-4.28,-0.06,0.12,-1.08
1332,-0.28,4.06,-4.52,-0.13,-0.11,-1.11
1341,-3.22,3.38,0.90,-0.11,-0.06,-1.10
1350,-2.94,3.96,4.44,-0.05,0.17,-1.07
1359,0.81,4.34,-3.30,-0.02,0.21,-1.06
1368,0.31,5.73,-6.06,-0.10,-0.03,-1.10
1377,-3.68,6.36,-0.96,-0.16,-0.12,-1.13
1386,-0.71,2.54,2.42,-0.07,0.01,-1.07
1395,-1.75,4.44,0.81,-0.02,0.23,-1.07
1404,1.59,2.98,-4.94,-0.07,0.10,-1.10
1413,-0.02,3.99,-4.49,-0.12,-0.12,-1.12
1422,-2.69,3.30,3.23,-0.12,-0.09,-1.08
1431,-1.29,3.19,2.46,-0.03,0.21,-1.06
1440,2.09,3.99,-4.53,-0.02,0.16,-1.06
1449,-0.39,5.68,-5.50,-0.11,-0.04,-1.12
1458,-1.30,4.30,-0.20,-0.14,-0.16,-1.11
1467,-1.44,3.41,3.28,-0.05,0.07,-1.05
1476,-0.84,4.06,-0.57,-0.02,0.22,-1.07
1485,1.27,4.25,-7.13,-0.06,0.09,-1.10
1494,-0.64,2.51,-4.07,-0.13,-0.14,-1.09
1503,-4.21,6.20,4.13,-0.12,-0.06,-1.08
1512,-0.04,4.89,1.11,-0.01,0.21,-1.06
1521,1.02,5.18,-3.89,-0.03,0.17,-1.08
1530,-0.21,4.17,-5.31,-0.13,-0.08,-1.11
1539,-0.95,1.79,-0.78,-0.13,-0.16,-1.08
1548,-1.56,2.53,4.35,-0.04,0.15,-1.06
1557,0.23,4.26,-2.08,-0.02,0.24,-1.08
1566,1.53,4.87,-6.56,-0.08,0.04,-1.10
1575,-3.67,4.90,-1.47,-0.14,-0.20,-1.10
1584,-3.14,4.83,2.87,-0.10,0.02,-1.11
1593,0.27,3.58,-0.29,-0.01,0.20,-1.04
1602,0.73,4.62,-4.10,-0.04,0.14,-1.09
1611,-0.13,4.13,-4.92,-0.13,-0.10,-1.11
1620,-2.33,2.60,-0.24,-0.11,-0.10,-1.09
1629,-3.84,4.14,5.54,-0.06,0.10,-1.08
1638,0.42,4.53,-2.38,-0.03,0.22,-1.08
1647,1.10,5.34,-6.27,-0.08,-0.01,-1.10
1656,-3.74,6.68,0.30,-0.14,-0.15,-1.12
1665,-1.72,2.80,2.39,-0.09,0.04,-1.09
1674,0.29,3.53,-0.25,-0.00,0.22,-1.04
1683,1.11,3.84,-4.22,-0.06,0.12,-1.09
1692,-0.14,4.63,-4.02,-0.14,-0.11,-1.12
1701,-3.01,3.07,1.77,-0.11,-0.06,-1.08
1710,-1.68,3.34,3.09,-0.05,0.16,-1.07
1719,1.19,4.12,-4.20,-0.02,0.21,-1.08
1728,-0.01,5.86,-5.91,-0.09,-0.02,-1.09
1737,-3.17,6.22,-0.20,-0.15,-0.11,-1.13
1746,-0.27,2.12,2.46,-0.07,0.01,-1.07
1755,-2.66,5.22,0.82,-0.01,0.22,-1.07
1764,1.17,3.17,-5.52,-0.07,0.09,-1.09
1773,0.15,3.89,-4.46,-0.13,-0.12,-1.11
1782,-1.94,2.61,3.26,-0.11,-0.08,-1.08
1791,-1.44,3.04,2.19,-0.04,0.18,-1.08
